id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,originalAmount,refCode,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_Organization.organizationLevels,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_UsageYear.organizationLevels,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Location.organizationLevels,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_GlobalCluster.organizationLevels,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_GlobalCluster.organizationLevels,destinationObjects_GlobalCluster.code,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Location.organizationLevels,destinationObjects_Location.code,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.organizationLevels,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.organizationSubTypes,destinationObjects_Plan.organizationLevels,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.organizationSubTypes,destinationObjects_Project.organizationLevels,destinationObjects_Project.code,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_UsageYear.organizationLevels,destinationObjects_UsageYear.code,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Emergency.organizationLevels,destinationObjects_Emergency.code,reportDetails_sourceType,reportDetails_organization,reportDetails_reportChannel,reportDetails_date,amountUSD_defl,amountUSD_defl_millions,COVID,deflator,destination_org_country,destination_org_iso3,destination_orgtype,domestic_response,dummy,multiyear,new_to_country,new_to_plan,new_to_sector,newMoney_dest,reportDetails_destinationType,source_org_country,source_org_iso3,source_orgtype,sourceObjects_Emergency.behavior,sourceObjects_Emergency.code,sourceObjects_Emergency.id,sourceObjects_Emergency.name,sourceObjects_Emergency.organizationLevels,sourceObjects_Emergency.organizationSubTypes,sourceObjects_Emergency.organizationTypes,sourceObjects_GlobalCluster.code,sourceObjects_Location.code,sourceObjects_Organization.code,sourceObjects_Plan.behavior,sourceObjects_Plan.code,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.organizationLevels,sourceObjects_Plan.organizationSubTypes,sourceObjects_Plan.organizationTypes,sourceObjects_Project.behavior,sourceObjects_Project.code,sourceObjects_Project.id,sourceObjects_Project.name,sourceObjects_Project.organizationLevels,sourceObjects_Project.organizationSubTypes,sourceObjects_Project.organizationTypes,sourceObjects_UsageYear.code,year
382,90576,2000,,financial,2001-04-04T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Protection of children in difficult circumstances,,,2001-04-04T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2001-09-14T00:00:00Z,1,incoming,single,,"",3778,UNICEF National Committee/Germany,single,Private Organizations,Local/National Private Organizations,Local and National Non-State Actors,21,2000,single,,,,,"","",,,,,Unspecified,"",,,,3,Education,single,"","","",,51,Congo,single,,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,,57,Republic of Congo 2000,single,,,,,812,Protection and assistance of children in especially difficult circumstances,single,,,,ROC-00-2/N11,21,2000,single,,,,,,"","",,,,,Primary; Primary,"Australia, Government of; United Nations Children's Fund",Other; Other,2001-04-04T00:00:00.000Z; 2001-04-04T00:00:00.000Z,148180.208440422,0.148180208440422,FALSE,0.61125572,Congo,COG,Multilateral: UN,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Germany,DEU,Multilateral: UN,,,,,,,,,,,,,,,,,,,,,,,,,,2000
383,153468,2000,,financial,2001-04-04T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Nutrition,,,2001-04-04T00:00:00Z,Standard,"",TRUE,USD,Traditional aid,,paid,2011-02-03T16:03:00Z,1,incoming,single,,"",4391,"Australia, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,14,Australia,single,,,,,Unspecified,"",,,,7,Health,single,"","","",,118,"Korea, Democratic People's Republic of",single,,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,,64,DPR of Korea 2000,single,,,,,929,"Nutrition rehabilitation, growth monitoring and micro-nutrient control",single,,,,DPRK-00-1/N23,21,2000,single,,,,,,"","",,,,,Primary; Primary,"Japan, Government of; United Nations High Commissioner for Refugees",Other; Other,2001-04-04T00:00:00.000Z; 2001-04-04T00:00:00.000Z,360742.070047527,0.360742070047527,FALSE,0.425423073,"Korea, Democratic People's Republic of",PRK,Multilateral: UN,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Australia,AUS,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
13266,939759,2000,,financial,2003-03-18T00:00:00Z,2000-10-10T00:00:00Z,2000-10-10T00:00:00Z,Cash for assistance to the IDPs of the conflict of the conflict in the province of Maluku and North Maluku,,,2001-01-31T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,commitment,2003-03-18T00:00:00Z,1,incoming,single,,"",3008,"Netherlands, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,157,Netherlands,single,,,,,Unspecified,"",,,,26479,Multi-sector,single,"","","","",104,Indonesia,single,,,,,4536,Action Contre la Faim - Action Against Hunger International,single,NGOs,International NGOs,International Actors,,,"","",,,,,,"","",,,,"",21,2000,single,,,,,,"","",,,,,Primary,"Netherlands, Government of",,2001-01-31T00:00:00.000Z,1636817.46332122,1.63681746332122,FALSE,0.574137936,Indonesia,IDN,NGOs: International,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Netherlands,NLD,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
384,310000,2000,,financial,2001-04-04T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Assistance to refugees in the Republic of Congo,,,2001-04-04T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2001-04-04T00:00:00Z,1,incoming,single,,"",4537,"Japan, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,112,Japan,single,,,,,Unspecified,"",,,,26479,Multi-sector,single,"","","",,,"","",,,,,4397,United Nations High Commissioner for Refugees,single,Multilateral Organizations,UN Agencies,International Actors,,56,Great Lakes Region and Central Africa 2000,single,,,,,693,"Multi-sectoral repatriation and re-integration, emergency care and maintenance assistance for refugees and returnees and rehabilitation assistance for refugee-affected areas",single,,,,GLR-00-1/N09,21,2000,single,,,,,8,Great Lakes Region and Central Africa 2000 -2003,single,,,,,Primary; Primary,"Australia, Government of; United Nations Children's Fund",Other; Other,2001-04-04T00:00:00.000Z; 2001-04-04T00:00:00.000Z,233731.636470605,0.233731636470605,FALSE,1.326307404,"",,Multilateral: UN,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Japan,JPN,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
385,441180,2000,,financial,2001-04-04T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,"Basic education, psycho-social support and advocacy for the children affected by armed conflict",,,2001-04-04T00:00:00Z,Standard,"",TRUE,USD,Traditional aid,,paid,2011-02-03T16:02:00Z,1,incoming,single,,"",4391,"Australia, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,14,Australia,single,,,,,Unspecified,"",,,,10,Protection,single,"","","",,233,Uganda,single,,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,,61,Uganda 2000,single,,,,,882,Enhancement of local capacities for peace and reconciliation,single,,,,UGA-00-1/N15,21,2000,single,,,,,,"","",,,,,Primary; Primary,"Japan, Government of; United Nations High Commissioner for Refugees",Other; Other,2001-04-04T00:00:00.000Z; 2001-04-04T00:00:00.000Z,1037038.2520367,1.0370382520367,FALSE,0.425423073,Uganda,UGA,Multilateral: UN,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Australia,AUS,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
386,3200000,2000,,financial,2001-04-04T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Repatriation assistance to Congolese refugees in neighbouring countries,,,2001-04-04T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2001-04-04T00:00:00Z,1,incoming,single,,"",4537,"Japan, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,112,Japan,single,,,,,Unspecified,"",,,,26479,Multi-sector,single,"","","",,,"","",,,,,4397,United Nations High Commissioner for Refugees,single,Multilateral Organizations,UN Agencies,International Actors,,56,Great Lakes Region and Central Africa 2000,single,,,,,693,"Multi-sectoral repatriation and re-integration, emergency care and maintenance assistance for refugees and returnees and rehabilitation assistance for refugee-affected areas",single,,,,GLR-00-1/N09,21,2000,single,,,,,8,Great Lakes Region and Central Africa 2000 -2003,single,,,,,Primary; Primary,"Belgium, Government of; Food and Agriculture Organization of the United Nations",Other; Other,2001-04-04T00:00:00.000Z; 2001-04-04T00:00:00.000Z,2412713.66679334,2.41271366679334,FALSE,1.326307404,"",,Multilateral: UN,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Japan,JPN,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
387,580000,2000,,financial,2001-04-04T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,"Support to rapid multiplication and distribution of resistant, high yielding, virus-free cassava cuttings and biological control against cassava",,,2001-04-04T00:00:00Z,Standard,Agriculture,TRUE,"",Traditional aid,,paid,2017-11-21T00:37:59.635Z,1,incoming,single,,"",2927,"Belgium, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,22,Belgium,single,,,,,Unspecified,"",,,,26512,Agriculture,single,"","","",,233,Uganda,single,,,,,4399,Food and Agriculture Organization of the United Nations,single,Multilateral Organizations,UN Agencies,International Actors,,61,Uganda 2000,single,,,,,859,"Distribution and rapid multiplication of high yielding, virus-free cuttings of drought-affected and CMD tolerant cassava varieties (Kasese and Kabarole)",single,,,,UGA-00-1/N10,21,2000,single,,,,,,"","",,,,,Primary; Primary,"Japan, Government of; United Nations High Commissioner for Refugees",Other; Other,2001-04-04T00:00:00.000Z; 2001-04-04T00:00:00.000Z,1012529.60697672,1.01252960697672,FALSE,0.572822756,Uganda,UGA,Multilateral: UN,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Belgium,BEL,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
388,4110000,2000,,financial,2001-04-04T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Assistance to refugee-affected areas in Tanzania,,,2001-04-04T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2001-04-04T00:00:00Z,1,incoming,single,,"",4537,"Japan, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,112,Japan,single,,,,,Unspecified,"",,,,26479,Multi-sector,single,"","","",,,"","",,,,,4397,United Nations High Commissioner for Refugees,single,Multilateral Organizations,UN Agencies,International Actors,,56,Great Lakes Region and Central Africa 2000,single,,,,,693,"Multi-sectoral repatriation and re-integration, emergency care and maintenance assistance for refugees and returnees and rehabilitation assistance for refugee-affected areas",single,,,,GLR-00-1/N09,21,2000,single,,,,,8,Great Lakes Region and Central Africa 2000 -2003,single,,,,,Primary; Primary,"Germany, Government of; United Nations High Commissioner for Refugees",Other; Other,2001-04-04T00:00:00.000Z; 2001-04-04T00:00:00.000Z,3098829.1157877,3.0988291157877,FALSE,1.326307404,"",,Multilateral: UN,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Japan,JPN,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
389,156060,2000,,financial,2001-04-04T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Care/maintenance assistance to Rwandese and Congolese and other refugees; support self-reliance for Sudanese refugees in the Northern areas of the country,,,2001-04-04T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2001-09-17T00:00:00Z,1,incoming,single,,"",4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,83,Germany,single,,,,,Unspecified,"",,,,26479,Multi-sector,single,"","","",,233,Uganda,single,,,,,4397,United Nations High Commissioner for Refugees,single,Multilateral Organizations,UN Agencies,International Actors,,61,Uganda 2000,single,,,,,655,Care and maintenance assistance to Rwandese and Congolese and other refugees; support self reliance for Sudanese refugees in the Northern areas of the country,single,,,,UGA-00-1/N20,21,2000,single,,,,,,"","",,,,,Primary; Primary,"United Nations High Commissioner for Refugees; Japan, Government of",Other; Other,2001-04-04T00:00:00.000Z; 2001-04-04T00:00:00.000Z,255310.494272348,0.255310494272348,FALSE,0.61125572,Uganda,UGA,Multilateral: UN,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Germany,DEU,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
390,2800000,2000,,financial,2001-04-04T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Care/maintenance assistance to Rwandese and Congolese and other refugees; support self-reliance for Sudanese refugees in the Northern areas of the country,,,2001-04-04T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2001-09-17T00:00:00Z,1,incoming,single,,"",4537,"Japan, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,112,Japan,single,,,,,Unspecified,"",,,,26479,Multi-sector,single,"","","",,233,Uganda,single,,,,,4397,United Nations High Commissioner for Refugees,single,Multilateral Organizations,UN Agencies,International Actors,,61,Uganda 2000,single,,,,,655,Care and maintenance assistance to Rwandese and Congolese and other refugees; support self reliance for Sudanese refugees in the Northern areas of the country,single,,,,UGA-00-1/N20,21,2000,single,,,,,,"","",,,,,Primary; Primary,"Food and Agriculture Organization of the United Nations; Norway, Government of",Other; Other,2001-04-04T00:00:00.000Z; 2001-04-04T00:00:00.000Z,2111124.45844418,2.11112445844418,FALSE,1.326307404,Uganda,UGA,Multilateral: UN,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Japan,JPN,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
391,275000,2000,,financial,2001-04-04T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Support to coordination of agricultural relief operation in the Great Lakes Region,,,2001-04-04T00:00:00Z,Standard,Humanitarian aid,TRUE,USD,Traditional aid,,paid,2011-02-03T16:05:00Z,1,incoming,single,,"",2930,"Norway, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,167,Norway,single,,,,,Unspecified,"",,,,26480,Coordination and support services,single,"","","",,,"","",,,,,4399,Food and Agriculture Organization of the United Nations,single,Multilateral Organizations,UN Agencies,International Actors,,56,Great Lakes Region and Central Africa 2000,single,,,,,657,Support to coordination of agricultural relief operation in the Great Lakes Region,single,,,,GLR-00-1/N01,21,2000,single,,,,,8,Great Lakes Region and Central Africa 2000 -2003,single,,,,,Primary; Primary,"Norway, Government of; United Nations Children's Fund",Other; Other,2001-04-04T00:00:00.000Z; 2001-04-04T00:00:00.000Z,669348.44976891,0.66934844976891,FALSE,0.410847295,"",,Multilateral: UN,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Norway,NOR,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
392,78748,2000,,financial,2001-04-04T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,"Support to on-going basic health services, nutrition monitoring and maintenance of minimum quality assurance in the conflict affected districts",,,2001-04-04T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2001-09-17T00:00:00Z,1,incoming,single,,"",2930,"Norway, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,167,Norway,single,,,,,Unspecified,"",,,,7,Health,single,"","","",,233,Uganda,single,,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,,61,Uganda 2000,single,,,,,825,"Support to on-going basic health services, nutrition monitoring and maintenance of minimum quality assurance in the conflict affected districts",single,,,,UGA-00-1/N02,21,2000,single,,,,,,"","",,,,,Primary; Primary,"Norway, Government of; Food and Agriculture Organization of the United Nations",Other; Other,2001-04-04T00:00:00.000Z; 2001-04-04T00:00:00.000Z,191672.188081462,0.191672188081462,FALSE,0.410847295,Uganda,UGA,Multilateral: UN,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Norway,NOR,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
393,355000,2000,,financial,2001-04-04T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Vegetable seed distribution for improving nutrition through vegetable home gardening,,,2001-04-04T00:00:00Z,Standard,Agriculture,TRUE,"",Traditional aid,,paid,2017-11-21T00:37:59.635Z,1,incoming,single,,"",2930,"Norway, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,167,Norway,single,,,,,Unspecified,"",,,,26512,Agriculture,single,"","","",,,"","",,,,,4399,Food and Agriculture Organization of the United Nations,single,Multilateral Organizations,UN Agencies,International Actors,,56,Great Lakes Region and Central Africa 2000,single,,,,,660,Vegetable seed distribution for improving nutrition through vegetable home gardening,single,,,,GLR-00-1/N02,21,2000,single,,,,,8,Great Lakes Region and Central Africa 2000 -2003,single,,,,,Primary; Primary,"Germany, Government of; Office of the High Commissioner for Human Rights",Other; Other,2001-06-11T00:00:00.000Z; 2001-06-11T00:00:00.000Z,864067.998792593,0.864067998792593,FALSE,0.410847295,"",,Multilateral: UN,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Norway,NOR,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
13267,282375,2000,,financial,2003-03-18T00:00:00Z,2000-02-11T00:00:00Z,2000-02-11T00:00:00Z,Cash to provide emergency medical aid for the populations that have suffered as a result of the fighting in the Northern Moluccas province,,,2001-01-31T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,commitment,2003-03-18T00:00:00Z,1,incoming,single,,"",3008,"Netherlands, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,157,Netherlands,single,,,,,Unspecified,"",,,,7,Health,single,"","","","",104,Indonesia,single,,,,,4536,Action Contre la Faim - Action Against Hunger International,single,NGOs,International NGOs,International Actors,,,"","",,,,,,"","",,,,"",21,2000,single,,,,,,"","",,,,,Primary,"Netherlands, Government of",,2001-01-31T00:00:00.000Z,491824.320070709,0.491824320070709,FALSE,0.574137936,Indonesia,IDN,NGOs: International,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Netherlands,NLD,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
3931,90768,2000,,financial,2001-06-11T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Human rights,,,2001-06-11T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2001-09-14T00:00:00Z,1,incoming,single,,"",4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,83,Germany,single,,,,,Unspecified,"",,,,10,Protection,single,"","","",,,"","",,,,,3,Office of the High Commissioner for Human Rights,single,Multilateral Organizations,UN Agencies,International Actors,,67,Southeastern Europe 2000,single,,,,,1112,Human rights,single,,,,SEE/REG/OHCHR-00,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary; Primary,"Luxembourg, Government of; Office of the High Commissioner for Human Rights",Other; Other,2001-06-11T00:00:00.000Z; 2001-06-11T00:00:00.000Z,148494.315930491,0.148494315930491,FALSE,0.61125572,"",,Multilateral: UN,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Germany,DEU,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
3932,222533,2000,,financial,2001-06-11T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Human rights,,,2001-06-11T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2002-03-26T00:00:00Z,1,incoming,single,,"",4384,"Luxembourg, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,130,Luxembourg,single,,,,,Unspecified,"",,,,10,Protection,single,"","","",,,"","",,,,,3,Office of the High Commissioner for Human Rights,single,Multilateral Organizations,UN Agencies,International Actors,,67,Southeastern Europe 2000,single,,,,,1116,"Human Rights, Protection and Promotion of Solutions",single,,,,SEE/FRY/OHCHR-00-1/N20,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary; Primary,"Office of the High Commissioner for Human Rights; Netherlands, Government of",Other; Other,2001-06-11T00:00:00.000Z; 2001-06-11T00:00:00.000Z,482316.797323528,0.482316797323528,FALSE,0.461383475,"",,Multilateral: UN,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Luxembourg,LUX,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
3933,302428,2000,,financial,2001-06-11T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Human rights,,,2001-06-11T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2001-09-14T00:00:00Z,1,incoming,single,,"",3008,"Netherlands, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,157,Netherlands,single,,,,,Unspecified,"",,,,10,Protection,single,"","","",,,"","",,,,,3,Office of the High Commissioner for Human Rights,single,Multilateral Organizations,UN Agencies,International Actors,,67,Southeastern Europe 2000,single,,,,,1115,"Human Rights, Protection and Promotion of Solutions",single,,,,SEE/CRO/OHCHR-00-1/N19,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary; Primary,"Netherlands, Government of; Office of the High Commissioner for Human Rights",Other; Other,2001-06-11T00:00:00.000Z; 2001-06-11T00:00:00.000Z,526751.466915783,0.526751466915783,FALSE,0.574137936,"",,Multilateral: UN,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Netherlands,NLD,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
3935,473002,2000,,financial,2001-06-11T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Human rights,,,2001-06-11T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2001-09-14T00:00:00Z,1,incoming,single,,"",3008,"Netherlands, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,157,Netherlands,single,,,,,Unspecified,"",,,,10,Protection,single,"","","",,,"","",,,,,3,Office of the High Commissioner for Human Rights,single,Multilateral Organizations,UN Agencies,International Actors,,67,Southeastern Europe 2000,single,,,,,1116,"Human Rights, Protection and Promotion of Solutions",single,,,,SEE/FRY/OHCHR-00-1/N20,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary; Primary,"Australia, Government of; United Nations Children's Fund",Other; Other,2001-04-04T00:00:00.000Z; 2001-04-04T00:00:00.000Z,823847.320202161,0.823847320202161,FALSE,0.574137936,"",,Multilateral: UN,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Netherlands,NLD,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
394,316974,2000,,financial,2001-04-04T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Nutrition,,,2001-04-04T00:00:00Z,Standard,"",TRUE,USD,Traditional aid,,paid,2011-02-03T16:02:00Z,1,incoming,single,,"",4391,"Australia, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,14,Australia,single,,,,,Unspecified,"",,,,7,Health,single,"","","",,118,"Korea, Democratic People's Republic of",single,,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,,64,DPR of Korea 2000,single,,,,,929,"Nutrition rehabilitation, growth monitoring and micro-nutrient control",single,,,,DPRK-00-1/N23,21,2000,single,,,,,,"","",,,,,Primary; Primary,"Sweden, Government of; Food and Agriculture Organization of the United Nations",Other; Other,2001-04-04T00:00:00.000Z; 2001-04-04T00:00:00.000Z,745079.475273312,0.745079475273312,FALSE,0.425423073,"Korea, Democratic People's Republic of",PRK,Multilateral: UN,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Australia,AUS,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
395,250000,2000,,financial,2001-04-04T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Provision of essential agricultural inputs to affected households,,,2001-04-04T00:00:00Z,Standard,Agriculture,TRUE,"",Traditional aid,,paid,2017-11-21T00:37:59.635Z,1,incoming,single,,"",2921,"Sweden, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,216,Sweden,single,,,,,Unspecified,"",,,,26512,Agriculture,single,"","","",,233,Uganda,single,,,,,4399,Food and Agriculture Organization of the United Nations,single,Multilateral Organizations,UN Agencies,International Actors,,61,Uganda 2000,single,,,,,865,"Provision of essential agricultural inputs to affected households (Kasese, Kabarole)",single,,,,UGA-00-1/N13,21,2000,single,,,,,,"","",,,,,Primary; Primary,"Australia, Government of; World Health Organization",Other; Other,2001-04-04T00:00:00.000Z; 2001-04-04T00:00:00.000Z,349500.63482107,0.34950063482107,FALSE,0.715306283,Uganda,UGA,Multilateral: UN,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Sweden,SWE,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
