Donor,variable,total_donor_ha,iso3
Hong Kong,2009,5.242613711,HKG
Hong Kong,2010,0.506138799,HKG
Hong Kong,2013,1.044296194,HKG
Hong Kong,2016,1.102390711,HKG
Hong Kong,2022,0.52552682,HKG
Hungary,2000,0,HUN
Hungary,2001,1.042887367,HUN
Hungary,2002,0.223603567,HUN
Hungary,2003,0,HUN
Hungary,2004,4.23611111,HUN
Hungary,2005,0.201527875,HUN
Hungary,2006,11.64523824,HUN
Hungary,2007,8.72353188,HUN
Hungary,2008,11.08760234,HUN
Hungary,2009,8.710877388,HUN
Hungary,2010,10.36402316,HUN
Hungary,2011,12.62730125,HUN
Hungary,2012,13.10010544,HUN
Hungary,2013,12.21952837,HUN
Hungary,2014,17.01392597,HUN
Hungary,2015,17.08362209,HUN
Hungary,2016,31.00697958,HUN
Hungary,2017,17.40517325,HUN
Hungary,2018,29.60373143,HUN
Hungary,2019,31.49001937,HUN
Hungary,2020,39.63930489,HUN
Hungary,2021,30.88741697,HUN
Hungary,2022,43.69762449,HUN
Iceland,2000,0,ISL
Iceland,2001,0.300999737,ISL
Iceland,2002,0.17,ISL
Iceland,2003,0.14,ISL
Iceland,2004,0.13,ISL
Iceland,2005,0.52,ISL
Iceland,2006,0.244796761,ISL
Iceland,2007,0.7057657,ISL
Iceland,2008,0.652452423,ISL
Iceland,2009,0.217100886,ISL
Iceland,2010,0.971670824,ISL
Iceland,2011,2.452688488,ISL
Iceland,2012,0.301527774,ISL
Iceland,2013,0.483850758,ISL
Iceland,2014,2.671860925,ISL
Iceland,2015,5.143064543,ISL
Iceland,2016,7.886256023,ISL
Iceland,2017,6.803060489,ISL
Iceland,2018,8.955349805,ISL
Iceland,2019,8.233309237,ISL
Iceland,2020,8.834423448,ISL
Iceland,2021,10.60586235,ISL
Iceland,2022,18.44356389,ISL
India,2000,0.385925839,IND
India,2002,13.22785782,IND
India,2003,21.03034474,IND
India,2004,0.624154346,IND
India,2005,35.49862245,IND
India,2006,1.363665554,IND
India,2007,1.147275662,IND
India,2008,6.271887943,IND
India,2009,20.28113261,IND
India,2010,32.53355997,IND
India,2011,20.61146352,IND
India,2012,2.959758557,IND
India,2013,3.003650135,IND
India,2014,14.64056165,IND
India,2015,7.922230552,IND
India,2016,1.734195504,IND
India,2017,1.06860165,IND
India,2019,0,IND
India,2022,9.434070705,IND
Indonesia,2001,0.088221302,IDN
Indonesia,2002,0.044110651,IDN
Indonesia,2003,0.041308807,IDN
Indonesia,2006,0.390936981,IDN
Indonesia,2007,0.117815465,IDN
Indonesia,2008,1.394098816,IDN
Indonesia,2009,0.149132711,IDN
Indonesia,2010,5.878608414,IDN
Indonesia,2011,2.705379847,IDN
Indonesia,2012,2.165337661,IDN
Indonesia,2013,2.527956729,IDN
Indonesia,2014,0.515281391,IDN
Indonesia,2015,0.2161808,IDN
Indonesia,2017,0.229329304,IDN
Indonesia,2018,0.234898399,IDN
Indonesia,2019,0.466946955,IDN
Indonesia,2022,0.98678007,IDN
"Iran, Islamic Republic of",2002,0,IRN
"Iran, Islamic Republic of",2004,3.094360199,IRN
"Iran, Islamic Republic of",2005,1.714384124,IRN
"Iran, Islamic Republic of",2006,11.52872855,IRN
"Iran, Islamic Republic of",2007,1.864541172,IRN
"Iran, Islamic Republic of",2008,0.11690731,IRN
"Iran, Islamic Republic of",2010,41.64786887,IRN
"Iran, Islamic Republic of",2011,0.092002459,IRN
"Iran, Islamic Republic of",2012,0,IRN
"Iran, Islamic Republic of",2015,13.39270005,IRN
"Iran, Islamic Republic of",2018,0.053837159,IRN
"Iran, Islamic Republic of",2020,0.015631945,IRN
Iraq,2002,0,IRQ
Iraq,2008,7.494123363,IRQ
Iraq,2009,0.091188132,IRQ
Iraq,2011,1.605683372,IRQ
Iraq,2016,0.006341697,IRQ
Iraq,2017,0.009631485,IRQ
Ireland,2000,14.7206603,IRL
Ireland,2001,54.94682054,IRL
Ireland,2002,49.06541714,IRL
Ireland,2003,54.81029255,IRL
Ireland,2004,67.02400802,IRL
Ireland,2005,103.4910573,IRL
Ireland,2006,126.1106007,IRL
Ireland,2007,220.743459,IRL
Ireland,2008,213.881688,IRL
Ireland,2009,137.3835061,IRL
Ireland,2010,130.6155419,IRL
Ireland,2011,141.6189711,IRL
Ireland,2012,167.1250089,IRL
Ireland,2013,161.0082424,IRL
Ireland,2014,167.2459896,IRL
Ireland,2015,172.7130671,IRL
Ireland,2016,247.2458556,IRL
Ireland,2017,219.8488635,IRL
Ireland,2018,225.5204467,IRL
Ireland,2019,218.0358491,IRL
Ireland,2020,243.7047398,IRL
Ireland,2021,273.0664549,IRL
Ireland,2022,333.342343,IRL
Isle of Man,2019,0.284432333,IMN
Israel,2000,2.135201343,ISR
Israel,2001,0.527090123,ISR
Israel,2002,0.066126204,ISR
Israel,2003,0.01094778,ISR
Israel,2004,0,ISR
Israel,2005,2.701506746,ISR
Israel,2006,0.231666199,ISR
Israel,2007,0.111305875,ISR
Israel,2008,2.844248055,ISR
Israel,2009,0.468949073,ISR
Israel,2010,0.195766547,ISR
Israel,2011,0.297038778,ISR
Israel,2012,0.159600431,ISR
Israel,2013,0,ISR
Israel,2014,10.60928301,ISR
Israel,2015,0,ISR
Israel,2018,0,ISR
Israel,2021,0.018,ISR
Israel,2022,0.13901163,ISR
Italy,2000,290.0492892,ITA
Italy,2001,299.8300514,ITA
Italy,2002,316.3453622,ITA
Italy,2003,297.7234181,ITA
Italy,2004,284.3214765,ITA
Italy,2005,296.9551503,ITA
Italy,2006,313.6386544,ITA
Italy,2007,350.6839053,ITA
Italy,2008,370.6193865,ITA
Italy,2009,330.7172642,ITA
Italy,2010,285.9962759,ITA
Italy,2011,352.7647081,ITA
Italy,2012,285.8327306,ITA
Italy,2013,327.3482274,ITA
Italy,2014,364.9162479,ITA
Italy,2015,385.600194,ITA
Italy,2016,672.1031814,ITA
Italy,2017,698.4735186,ITA
Italy,2018,605.0574501,ITA
Italy,2019,516.3572895,ITA
Italy,2020,607.4657032,ITA
Italy,2021,677.8616419,ITA
Italy,2022,828.1180748,ITA
Jamaica,2006,0.006235354,JAM
Jamaica,2009,0.00635528,JAM
Jamaica,2010,0,JAM
Jamaica,2016,0,JAM
Japan,2000,165.63,JPN
Japan,2001,137.3123635,JPN
Japan,2002,198.5706745,JPN
Japan,2003,121.2916269,JPN
Japan,2004,714.9880889,JPN
Japan,2005,617.6558756,JPN
Japan,2006,196.4367141,JPN
Japan,2007,119.1213969,JPN
Japan,2008,268.7724106,JPN
Japan,2009,312.471287,JPN
Japan,2010,583.9690093,JPN
Japan,2011,793.3426979,JPN
Japan,2012,559.06779,JPN
Japan,2013,842.6246041,JPN
Japan,2014,866.0121076,JPN
Japan,2015,1305.645095,JPN
Japan,2016,887.8106781,JPN
Japan,2017,911.6795307,JPN
Japan,2018,750.5815151,JPN
Japan,2019,683.5822111,JPN
Japan,2020,635.7368076,JPN
Japan,2021,1216.519109,JPN
Japan,2022,2056.167657,JPN
Jordan,2003,0,JOR
Jordan,2004,0.653909626,JOR
Jordan,2005,0.10365171,JOR
Jordan,2007,0,JOR
Jordan,2008,0,JOR
Jordan,2009,1.022620362,JOR
Jordan,2010,0,JOR
Kazakhstan,2001,0.469774028,KAZ
Kazakhstan,2002,0,KAZ
Kazakhstan,2004,2.135875204,KAZ
Kazakhstan,2005,5.274851737,KAZ
Kazakhstan,2006,1.072966026,KAZ
Kazakhstan,2007,0.30616721,KAZ
Kazakhstan,2008,9.146564327,KAZ
Kazakhstan,2009,13.52444422,KAZ
Kazakhstan,2010,22.60832421,KAZ
Kazakhstan,2011,8.610714931,KAZ
Kazakhstan,2012,0.198349194,KAZ
Kazakhstan,2013,0.637085034,KAZ
Kazakhstan,2014,5.293060017,KAZ
Kazakhstan,2015,5.039140085,KAZ
Kazakhstan,2016,1.706216278,KAZ
Kazakhstan,2017,0.053566676,KAZ
Kazakhstan,2018,0.529029754,KAZ
Kazakhstan,2019,0.010701073,KAZ
Kazakhstan,2020,6.662765183,KAZ
Kazakhstan,2021,0.045,KAZ
Kazakhstan,2022,0.009006659,KAZ
Kenya,2000,0.186611216,KEN
Kenya,2009,0.014742327,KEN
Kenya,2010,0.00298342,KEN
Korea,2000,2.54,KOR
Korea,2001,18.63,KOR
Korea,2002,6.34,KOR
Korea,2003,3.07,KOR
Korea,2004,19.13,KOR
Korea,2005,32.54,KOR
Korea,2006,28.3076142,KOR
Korea,2007,20.72574159,KOR
Korea,2008,32.73241132,KOR
Korea,2009,27.20255432,KOR
Korea,2010,26.55009409,KOR
Korea,2011,42.93426035,KOR
Korea,2012,31.24798143,KOR
Korea,2013,40.51649377,KOR
Korea,2014,87.50967212,KOR
Korea,2015,70.89960563,KOR
Korea,2016,87.72554365,KOR
Korea,2017,121.7063761,KOR
Korea,2018,150.8995743,KOR
Korea,2019,152.0476276,KOR
Korea,2020,161.4517904,KOR
Korea,2021,189.7892961,KOR
Korea,2022,229.3634821,KOR
"Korea, Democratic People's Republic of",2005,0.181908749,PRK
Kuwait,2000,0,KWT
Kuwait,2001,0.827243956,KWT
Kuwait,2002,6.914627963,KWT
Kuwait,2003,55.27098708,KWT
Kuwait,2004,22.41177983,KWT
Kuwait,2005,14.81123147,KWT
Kuwait,2006,43.77976391,KWT
Kuwait,2007,15.8026565,KWT
Kuwait,2008,88.24391981,KWT
Kuwait,2009,47.67102417,KWT
Kuwait,2010,11.317125,KWT
Kuwait,2011,11.93089826,KWT
Kuwait,2012,11.72925149,KWT
Kuwait,2013,268.7738966,KWT
Kuwait,2014,294.9854547,KWT
Kuwait,2015,587.819415,KWT
Kuwait,2016,267.2550283,KWT
Kuwait,2017,121.0108611,KWT
Kuwait,2018,444.5905298,KWT
Kuwait,2019,593.9767725,KWT
Kuwait,2020,176.710279,KWT
Kuwait,2021,40.85328452,KWT
Kuwait,2022,17.03786669,KWT
Kyrgyzstan,2005,53.64897381,KGZ
Kyrgyzstan,2008,0.267946667,KGZ
Kyrgyzstan,2009,0.174514666,KGZ
Kyrgyzstan,2010,0.116488756,KGZ
Kyrgyzstan,2011,0.126337945,KGZ
Kyrgyzstan,2022,0.000454668,KGZ
Lao People's Democratic Republic,2005,0.436890785,LAO
Lao People's Democratic Republic,2008,0.171982262,LAO
Lao People's Democratic Republic,2009,0.006479432,LAO
Lao People's Democratic Republic,2011,0.122636957,LAO
Lao People's Democratic Republic,2013,0.031146391,LAO
Lao People's Democratic Republic,2021,0.003,LAO
Latvia,2000,0,LVA
Latvia,2001,0,LVA
Latvia,2002,0.043020231,LVA
Latvia,2003,0,LVA
Latvia,2004,0.068303668,LVA
Latvia,2005,0.762082533,LVA
Latvia,2006,0.387715596,LVA
Latvia,2007,0.157332324,LVA
Latvia,2008,0.408424386,LVA
Latvia,2009,0.054633828,LVA
Latvia,2010,0.132245015,LVA
Latvia,2011,0.268909907,LVA
Latvia,2012,0.103740683,LVA
Latvia,2013,0.168126298,LVA
Latvia,2014,0.523458057,LVA
Latvia,2015,0.36963781,LVA
Latvia,2016,1.588184389,LVA
Latvia,2017,0.79095172,LVA
Latvia,2018,0.622453224,LVA
Latvia,2019,0.118362195,LVA
Latvia,2020,1.07893181,LVA
Latvia,2021,0.227209989,LVA
Latvia,2022,0.554166692,LVA
Lebanon,2005,0,LBN
Lebanon,2006,0.003257144,LBN
Lebanon,2009,0.038469811,LBN
Lebanon,2010,0,LBN
Lebanon,2013,0.057063489,LBN
Lesotho,2000,0.205997254,LSO
Liberia,2005,0.262717852,LBR
Liberia,2010,0.068790806,LBR
Libya,2000,1.571158215,LBY
Libya,2001,0,LBY
Libya,2003,0,LBY
Libya,2004,2.289181242,LBY
Libya,2006,4.187728963,LBY
Libya,2009,0,LBY
Liechtenstein,2000,0.182780144,LIE
Liechtenstein,2001,0.300825502,LIE
Liechtenstein,2002,0.15363572,LIE
Liechtenstein,2003,0.282839265,LIE
Liechtenstein,2004,0.14871925,LIE
Liechtenstein,2005,1.031308282,LIE
Liechtenstein,2006,2.095827704,LIE
Liechtenstein,2007,2.662678214,LIE
Liechtenstein,2008,2.867020923,LIE
Liechtenstein,2009,3.216851111,LIE
Liechtenstein,2010,0.816720581,LIE
Liechtenstein,2011,3.388053216,LIE
Liechtenstein,2012,2.610349039,LIE
Liechtenstein,2013,2.822758388,LIE
Liechtenstein,2014,2.829844377,LIE
Liechtenstein,2015,2.975961589,LIE
Liechtenstein,2016,2.881668293,LIE
Liechtenstein,2017,3.136998666,LIE
Liechtenstein,2018,3.004562518,LIE
Liechtenstein,2019,2.790616673,LIE
Liechtenstein,2020,1.105381497,LIE
Liechtenstein,2021,0.93652902,LIE
Liechtenstein,2022,0.423965659,LIE
Lithuania,2000,0,LTU
Lithuania,2001,0.03,LTU
Lithuania,2002,0,LTU
Lithuania,2002,0.091807673,LTU
Lithuania,2003,0,LTU
Lithuania,2003,0.06207275,LTU
Lithuania,2004,1.475143535,LTU
Lithuania,2004,0.15354394,LTU
Lithuania,2005,2.865803118,LTU
Lithuania,2005,0.772378159,LTU
Lithuania,2006,3.518179562,LTU
Lithuania,2006,0.165944532,LTU
Lithuania,2007,3.814028629,LTU
Lithuania,2007,0.022377975,LTU
Lithuania,2008,4.86330723,LTU
Lithuania,2008,0.441350144,LTU
Lithuania,2009,3.609997347,LTU
Lithuania,2009,0.040196479,LTU
Lithuania,2010,2.852449679,LTU
Lithuania,2010,0.586027359,LTU
Lithuania,2011,4.068778722,LTU
Lithuania,2011,0.179471282,LTU
Lithuania,2012,4.386338921,LTU
Lithuania,2012,0.041163888,LTU
Lithuania,2013,4.790385176,LTU
Lithuania,2013,0.079672878,LTU
Lithuania,2014,7.262214046,LTU
Lithuania,2014,0.337687845,LTU
Lithuania,2015,7.918673906,LTU
Lithuania,2015,0.913489194,LTU
Lithuania,2016,16.10680678,LTU
Lithuania,2016,1.724228087,LTU
Lithuania,2017,9.486309487,LTU
Lithuania,2017,0.416618876,LTU
Lithuania,2018,10.51164626,LTU
Lithuania,2018,0.398860492,LTU
Lithuania,2019,10.12716495,LTU
Lithuania,2019,0.403552349,LTU
Lithuania,2020,12.85214565,LTU
Lithuania,2020,0.834164108,LTU
Lithuania,2021,12.23759656,LTU
Lithuania,2021,0.486591358,LTU
Lithuania,2022,49.35599959,LTU
Lithuania,2022,0.525151358,LTU
Luxembourg,2000,28.82473905,LUX
Luxembourg,2001,38.4661466,LUX
Luxembourg,2002,35.8807092,LUX
Luxembourg,2003,35.89794056,LUX
Luxembourg,2004,46.08277038,LUX
Luxembourg,2005,52.94809146,LUX
Luxembourg,2006,64.90547092,LUX
Luxembourg,2007,51.40847686,LUX
Luxembourg,2008,53.50144814,LUX
Luxembourg,2009,63.10434731,LUX
Luxembourg,2010,56.5579535,LUX
Luxembourg,2011,75.50571949,LUX
Luxembourg,2012,69.32755745,LUX
Luxembourg,2013,76.2271657,LUX
Luxembourg,2014,72.77011943,LUX
Luxembourg,2015,68.73554007,LUX
Luxembourg,2016,84.66608328,LUX
Luxembourg,2017,82.12175886,LUX
Luxembourg,2018,84.49691183,LUX
Luxembourg,2019,90.0566573,LUX
Luxembourg,2020,99.45162465,LUX
Luxembourg,2021,103.5076799,LUX
Luxembourg,2022,127.9062637,LUX
Madagascar,2005,0.164938845,MDG
Madagascar,2009,0.006660765,MDG
Madagascar,2010,0.007784015,MDG
Malawi,2000,0.11884237,MWI
Malawi,2003,1.679665028,MWI
Malawi,2010,0,MWI
Malaysia,2000,0.152987368,MYS
Malaysia,2001,0.155446169,MYS
Malaysia,2002,0.099867199,MYS
Malaysia,2003,1.609901439,MYS
Malaysia,2004,0.688223206,MYS
Malaysia,2005,7.64462892,MYS
Malaysia,2006,0.473307221,MYS
Malaysia,2007,0.180320181,MYS
Malaysia,2008,1.203007994,MYS
Malaysia,2009,0.375529701,MYS
Malaysia,2010,1.03954075,MYS
Malaysia,2011,0.085105142,MYS
Malaysia,2012,0.042560128,MYS
Malaysia,2013,0.944693931,MYS
Malaysia,2014,0.4174229,MYS
Malaysia,2015,0.707708865,MYS
Malaysia,2016,0.054764091,MYS
Malaysia,2017,1.096034858,MYS
Malaysia,2018,0.102189473,MYS
Malaysia,2019,0.230696574,MYS
Malaysia,2020,0.139331377,MYS
Malaysia,2021,0.140266,MYS
Malaysia,2022,0.371384795,MYS
Maldives,2011,0.129202154,MDV
Maldives,2021,0.005,MDV
Mali,2005,0.32959387,MLI
Mali,2014,0.100836187,MLI
Malta,2000,0,MLT
Malta,2001,0,MLT
Malta,2002,0.053160122,MLT
Malta,2003,0,MLT
Malta,2004,0,MLT
Malta,2005,16.09525863,MLT
Malta,2006,0.383974293,MLT
Malta,2007,0,MLT
Malta,2008,0.130485162,MLT
Malta,2009,0.04297118,MLT
Malta,2010,0.247891541,MLT
Malta,2011,1.674161244,MLT
Malta,2012,0.072979529,MLT
Malta,2013,0.177339499,MLT
Malta,2014,0.490081668,MLT
Malta,2015,0.319388156,MLT
Malta,2016,1.503580982,MLT
Malta,2017,1.012489442,MLT
Malta,2018,0.487786275,MLT
Malta,2019,0.322363303,MLT
Malta,2020,0.948575259,MLT
Malta,2021,2.72179299,MLT
Malta,2022,0.596499436,MLT
Mauritania,2000,0.254706143,MRT
Mauritania,2001,0,MRT
Mauritania,2005,0.189453049,MRT
Mauritius,2000,0.203390868,MUS
Mauritius,2003,0.042423512,MUS
Mauritius,2005,0.085973576,MUS
Mauritius,2008,0.254617054,MUS
Mauritius,2009,0.016403669,MUS
Mauritius,2010,0.731166385,MUS
Mauritius,2012,0.04220021,MUS
Mauritius,2015,0.949272029,MUS
Mauritius,2022,0.005150445,MUS
Mexico,2001,0,MEX
Mexico,2002,0,MEX
Mexico,2004,0,MEX
Mexico,2005,5.983415436,MEX
Mexico,2006,0.111185784,MEX
Mexico,2007,0.201329136,MEX
Mexico,2008,0,MEX
Mexico,2009,0.538508982,MEX
Mexico,2010,11.05211291,MEX
Mexico,2011,1.303818543,MEX
Mexico,2012,0.573800207,MEX
Mexico,2013,1.267230966,MEX
Mexico,2014,5.19402376,MEX
Mexico,2015,0.522221999,MEX
Mexico,2016,4.987883937,MEX
Mexico,2017,0.617893296,MEX
Mexico,2018,1.048883811,MEX
Mexico,2021,0.1,MEX
"Micronesia, Federated States of",2005,0.055610167,FSM
"Micronesia, Federated States of",2006,0.03306193,FSM
"Moldova, Republic of",2000,0,MDA
"Moldova, Republic of",2005,1.208454069,MDA
"Moldova, Republic of",2007,0.003890304,MDA
"Moldova, Republic of",2009,0.015951897,MDA
"Moldova, Republic of",2010,0.145200462,MDA
"Moldova, Republic of",2011,0.001168001,MDA
"Moldova, Republic of",2012,0.002244617,MDA
"Moldova, Republic of",2018,0.003344503,MDA
Monaco,2000,0.007826103,MCO
Monaco,2001,0.278714598,MCO
Monaco,2002,0.015035304,MCO
Monaco,2003,0.155295377,MCO
Monaco,2004,0.155192004,MCO
Monaco,2005,0.634663859,MCO
Monaco,2006,0.298306093,MCO
Monaco,2007,0.549979731,MCO
Monaco,2008,1.401019792,MCO
Monaco,2009,0.808960665,MCO
Monaco,2010,0.90701974,MCO
Monaco,2011,0.520207934,MCO
Monaco,2012,0.37859449,MCO
Monaco,2013,0.765409951,MCO
Monaco,2014,0.73212691,MCO
Monaco,2015,1.132464645,MCO
Monaco,2016,0.907296458,MCO
Monaco,2017,0.904378882,MCO
Monaco,2018,1.704826668,MCO
Monaco,2019,0.913609196,MCO
Monaco,2020,1.580111844,MCO
Monaco,2021,2.112949309,MCO
Monaco,2022,1.39536944,MCO
Mongolia,2008,0.067257891,MNG
Mongolia,2010,0.0355783,MNG
Mongolia,2011,0.895628308,MNG
Mongolia,2013,0.018585352,MNG
Mongolia,2014,0.010316482,MNG
Mongolia,2015,0.011754023,MNG
Mongolia,2018,0.022391171,MNG
Mongolia,2020,0.011297077,MNG
Mongolia,2022,0.159472265,MNG
Montenegro,2008,0.002689783,MNE
Montenegro,2009,0.012967555,MNE
Montenegro,2010,0.005394554,MNE
Montenegro,2011,0.151731535,MNE
Montenegro,2012,0.005830103,MNE
Montenegro,2013,0.008845996,MNE
Montenegro,2014,0.012032674,MNE
Montenegro,2016,0.002445166,MNE
Montenegro,2018,0.112905261,MNE
Montenegro,2019,0.003611277,MNE
Montenegro,2021,0.007221631,MNE
Morocco,2000,0.226203562,MAR
Morocco,2001,0.569270044,MAR
Morocco,2002,0.184281654,MAR
Morocco,2003,0.299986832,MAR
Morocco,2005,0,MAR
Morocco,2006,0.011296928,MAR
Morocco,2007,0.031582192,MAR
Morocco,2008,0.484047121,MAR
Morocco,2009,0.00502467,MAR
Morocco,2010,3.124310814,MAR
Morocco,2011,0.005031162,MAR
Morocco,2012,0.427707668,MAR
Morocco,2013,0.005141004,MAR
Morocco,2014,4.097941548,MAR
Morocco,2015,1.153394976,MAR
Morocco,2017,0,MAR
Morocco,2019,0,MAR
Morocco,2020,0.054541507,MAR
Morocco,2021,0.125762063,MAR
Morocco,2022,1.00762063,MAR
Mozambique,2005,0.07900616,MOZ
Mozambique,2009,0.006205183,MOZ
Mozambique,2012,0.073711303,MOZ
Mozambique,2013,0.001407224,MOZ
Myanmar,2009,0.07891157,MMR
Myanmar,2010,0.011217829,MMR
Myanmar,2011,0.091930464,MMR
Myanmar,2013,0.008132516,MMR
Myanmar,2014,0.017370801,MMR
Myanmar,2015,0.020269594,MMR
Myanmar,2017,0.011057299,MMR
Myanmar,2018,0.010807329,MMR
Myanmar,2019,0.01038452,MMR
Myanmar,2020,0.009771882,MMR
Namibia,2000,1.393501177,NAM
Namibia,2008,0.225462231,NAM
Namibia,2009,0.011184535,NAM
Namibia,2010,0.001805884,NAM
Namibia,2011,1.490081056,NAM
Namibia,2013,0.000976169,NAM
Namibia,2014,1.013491716,NAM
Nauru,2016,0.091889831,NRU
Nepal,2001,0.326454735,NPL
Nepal,2004,0.195774242,NPL
Nepal,2005,0.057289416,NPL
Nepal,2010,0.16167111,NPL
Nepal,2011,0,NPL
Netherlands,2000,821.0054595,NLD
Netherlands,2001,670.3572844,NLD
Netherlands,2002,495.5777788,NLD
Netherlands,2003,561.6273944,NLD
Netherlands,2004,560.7207413,NLD
Netherlands,2005,759.0998302,NLD
Netherlands,2006,621.9360026,NLD
Netherlands,2007,522.5589402,NLD
Netherlands,2008,583.176313,NLD
Netherlands,2009,492.7324639,NLD
Netherlands,2010,378.8158426,NLD
Netherlands,2011,452.3624735,NLD
Netherlands,2012,436.964505,NLD
Netherlands,2013,430.1779335,NLD
Netherlands,2014,574.2628144,NLD
Netherlands,2015,858.5749531,NLD
Netherlands,2016,755.6829625,NLD
Netherlands,2017,698.5852933,NLD
Netherlands,2018,658.8519276,NLD
Netherlands,2019,602.0694747,NLD
Netherlands,2020,719.2562281,NLD
Netherlands,2021,666.159109,NLD
Netherlands,2022,1165.438015,NLD
New Zealand,2000,9.3,NZL
New Zealand,2001,9.34,NZL
New Zealand,2002,29.13,NZL
New Zealand,2003,34.4,NZL
New Zealand,2004,45.93,NZL
New Zealand,2005,94.29,NZL
New Zealand,2006,36.77029334,NZL
New Zealand,2007,47.30202,NZL
New Zealand,2008,38.11455058,NZL
New Zealand,2009,11.99743227,NZL
New Zealand,2010,37.31308332,NZL
New Zealand,2011,43.1628933,NZL
New Zealand,2012,40.37917714,NZL
New Zealand,2013,40.53765295,NZL
New Zealand,2014,47.00763192,NZL
New Zealand,2015,44.2962561,NZL
New Zealand,2016,44.27696443,NZL
New Zealand,2017,56.97689686,NZL
New Zealand,2018,63.43522224,NZL
New Zealand,2019,59.5088554,NZL
New Zealand,2020,51.66363931,NZL
New Zealand,2021,60.06517835,NZL
New Zealand,2022,58.47317394,NZL
Nicaragua,2001,0,NIC
Nicaragua,2008,0.005673524,NIC
Nicaragua,2009,0.086249798,NIC
Nicaragua,2010,0,NIC
Nigeria,2000,0.420303645,NGA
Nigeria,2005,8.026041194,NGA
Nigeria,2006,0.108017851,NGA
Nigeria,2010,2.261762161,NGA
Nigeria,2011,0.084413327,NGA
Nigeria,2021,2.773523,NGA
Nigeria,2022,0.090347228,NGA
"North Macedonia, Republic of",2005,0,MKD
"North Macedonia, Republic of",2008,0.002222794,MKD
"North Macedonia, Republic of",2009,0.009074393,MKD
"North Macedonia, Republic of",2010,0.157948808,MKD
Norway,2000,476.06,NOR
Norway,2001,435.5487046,NOR
Norway,2002,537.28108,NOR
Norway,2003,617.6156261,NOR
Norway,2004,432.0753233,NOR
Norway,2005,573.3916334,NOR
Norway,2006,378.0677908,NOR
Norway,2007,424.1090384,NOR
Norway,2008,402.3038666,NOR
Norway,2009,394.1599414,NOR
Norway,2010,391.7617897,NOR
Norway,2011,463.2014685,NOR
Norway,2012,423.2228452,NOR
Norway,2013,496.2342238,NOR
Norway,2014,533.7075802,NOR
Norway,2015,618.6246104,NOR
Norway,2016,714.4280464,NOR
Norway,2017,816.8276625,NOR
Norway,2018,749.7606944,NOR
Norway,2019,804.8674744,NOR
Norway,2020,824.3529622,NOR
Norway,2021,808.5369822,NOR
Norway,2022,965.7694482,NOR
Oman,2000,0.211483166,OMN
Oman,2001,0,OMN
Oman,2002,4.23649338,OMN
Oman,2004,0.047856171,OMN
Oman,2008,0,OMN
Oman,2009,2.332875454,OMN
Oman,2010,5.010426457,OMN
Oman,2012,11.26944534,OMN
Oman,2013,18.56600643,OMN
Oman,2014,21.80966208,OMN
Oman,2019,0.048922952,OMN
Oman,2020,0.243848643,OMN
Pakistan,2001,0.271632254,PAK
Pakistan,2002,0,PAK
Pakistan,2004,0,PAK
Pakistan,2006,0.026099699,PAK
Pakistan,2007,0.048110068,PAK
Pakistan,2008,0,PAK
Pakistan,2009,0.029596184,PAK
Pakistan,2010,0.02211054,PAK
Pakistan,2011,0,PAK
Pakistan,2012,0.009799034,PAK
Pakistan,2014,0.990148218,PAK
Pakistan,2015,0.009123901,PAK
Pakistan,2016,0.00926213,PAK
Pakistan,2017,0.008957666,PAK
Pakistan,2019,0.010354489,PAK
Pakistan,2020,0.010962271,PAK
Palau,2005,0.078437374,PLW
Panama,2001,0,PAN
Panama,2007,0,PAN
Panama,2009,0.035438505,PAN
Panama,2010,0.008109367,PAN
Papua New Guinea,2005,1.35517434,PNG
Papua New Guinea,2007,0,PNG
Papua New Guinea,2016,0.162040425,PNG
Paraguay,2001,0,PRY
Paraguay,2017,0,PRY
Peru,2001,0.19916252,PER
Peru,2002,0,PER
Peru,2003,0,PER
Peru,2006,0.043818819,PER
Peru,2007,0.089074506,PER
Peru,2008,0.02354075,PER
Peru,2009,0.077405713,PER
Peru,2010,0.527792718,PER
Peru,2012,0.004567443,PER
Peru,2013,0.023042175,PER
Peru,2014,0.004404146,PER
Peru,2015,0.004283279,PER
Peru,2016,0.00417063,PER
Peru,2017,0.013971235,PER
Peru,2019,0.002832288,PER
Peru,2020,0.002838381,PER
Peru,2021,0.002704,PER
Peru,2022,0.004888562,PER
Philippines,2004,0,PHL
Philippines,2005,0.021498517,PHL
Philippines,2006,0.055192515,PHL
Philippines,2007,0.117104337,PHL
Philippines,2008,0.386897031,PHL
Philippines,2009,0.210563849,PHL
Philippines,2010,0.091280217,PHL
Philippines,2011,0.010542445,PHL
Philippines,2014,4.071285051,PHL
Philippines,2015,0.020798495,PHL
Philippines,2016,0.032150125,PHL
Philippines,2017,0.111157139,PHL
Philippines,2018,0.067168851,PHL
Philippines,2019,0.013668288,PHL
Philippines,2020,0.061836543,PHL
Philippines,2021,0.06,PHL
Philippines,2022,0.47006928,PHL
Poland,2000,0.07,POL
Poland,2001,0.064392716,POL
Poland,2002,0.03,POL
Poland,2003,0.06,POL
Poland,2004,12.91621722,POL
Poland,2005,24.19968941,POL
Poland,2006,28.28095832,POL
Poland,2007,26.56791115,POL
Poland,2008,34.42074816,POL
