iso3,year,value
JPN,2017,112.166141
JPN,2018,110.423179
JPN,2019,109.009666
JPN,2020,106.774582
JPN,2021,109.754324
KAZ,2000,142.1333
KAZ,2001,146.7358
KAZ,2002,153.2792
KAZ,2003,149.5758
KAZ,2004,136.035
KAZ,2005,132.88
KAZ,2006,126.0894
KAZ,2007,122.5542
KAZ,2008,120.2992
KAZ,2009,147.4967
KAZ,2010,147.355
KAZ,2011,146.6208
KAZ,2012,149.1125
KAZ,2013,152.1292
KAZ,2014,179.1917
KAZ,2015,221.7283
KAZ,2016,342.16
KAZ,2017,326.001
KAZ,2018,344.7058
KAZ,2019,382.7473
KAZ,2020,412.9533
KAZ,2021,425.9075
KEN,2000,76.1755
KEN,2001,78.5631
KEN,2002,78.7491
KEN,2003,75.9355
KEN,2004,79.1738
KEN,2005,75.5541
KEN,2006,72.1008
KEN,2007,67.3176
KEN,2008,69.1753
KEN,2009,77.352
KEN,2010,79.2332
KEN,2011,88.8108
KEN,2012,84.5296
KEN,2013,86.1229
KEN,2014,87.9222
KEN,2015,98.1785
KEN,2016,101.5044
KEN,2017,103.4109
KEN,2018,101.3016
KEN,2019,101.99
KEN,2020,106.4508
KEN,2021,109.637746592367
KGZ,2000,47.7172
KGZ,2001,48.4445
KGZ,2002,46.9387
KGZ,2003,43.7056
KGZ,2004,42.663
KGZ,2005,41.0118
KGZ,2006,40.1529
KGZ,2007,37.3163
KGZ,2008,36.5746
KGZ,2009,42.9041
KGZ,2010,45.9643
KGZ,2011,46.1439
KGZ,2012,47.0045
KGZ,2013,48.4381
KGZ,2014,53.6541
KGZ,2015,64.4621
KGZ,2016,69.9141
KGZ,2017,68.8667
KGZ,2018,68.8403
KGZ,2019,69.7893
KGZ,2020,77.3457
KGZ,2021,84.6408220065285
KHM,2000,3854
KHM,2001,3924
KHM,2002,3917
KHM,2003,3979
KHM,2004,4016.3
KHM,2005,4092.5
KHM,2006,4103.25
KHM,2007,4056.1667
KHM,2008,4054.1667
KHM,2009,4139.3333
KHM,2010,4184.9167
KHM,2011,4058.5
KHM,2012,4033
KHM,2013,4027.25
KHM,2014,4037.5
KHM,2015,4067.75
KHM,2016,4058.6946
KHM,2017,4050.58
KHM,2018,4051.1669
KHM,2019,4061.149
KHM,2020,4092.7832
KHM,2021,4098.72279505889
KIR,2000,1.7248
KIR,2001,1.9334
KIR,2002,1.8406
KIR,2003,1.5419
KIR,2004,1.3598
KIR,2005,1.3095
KIR,2006,1.328
KIR,2007,1.1951
KIR,2008,1.1922
KIR,2009,1.2822
KIR,2010,1.0902
KIR,2011,0.9695
KIR,2012,0.9658
KIR,2013,1.0358
KIR,2014,1.1094
KIR,2015,1.3311
KIR,2016,1.3452
KIR,2017,1.3048
KIR,2018,1.3384
KIR,2019,1.4385
KIR,2020,1.4531
KIR,2021,1.33122425957081
KNA,2000,2.6973
KNA,2001,2.6973
KNA,2002,2.6973
KNA,2003,2.6973
KNA,2004,2.7
KNA,2005,2.7
KNA,2006,2.7
KNA,2007,2.7
KNA,2008,2.7
KNA,2009,2.7
KNA,2010,2.7
KNA,2011,2.7
KNA,2012,2.7
KNA,2013,2.7
KNA,2014,2.7
KNA,2015,2.7
KNA,2016,2.7
KNA,2017,2.7
KNA,2018,2.7
KNA,2019,2.7
KNA,2020,2.7
KNA,2021,2.7
KOR,2000,1130.3625
KOR,2001,1290.79
KOR,2002,1251.6025
KOR,2003,1191.645833
KOR,2004,1146.249167
KOR,2005,1024.328333
KOR,2006,955.340833
KOR,2007,929.375833
KOR,2008,1100.125833
KOR,2009,1277.245833
KOR,2010,1156.46
KOR,2011,1108.233333
KOR,2012,1126.806667
KOR,2013,1094.9825
KOR,2014,1052.84
KOR,2015,1130.9525
KOR,2016,1160.7675
KOR,2017,1131.000833
KOR,2018,1100.163333
KOR,2019,1165.3575
KOR,2020,1180.265833
KOR,2021,1143.958333
KWT,2000,0.3068
KWT,2001,0.3067
KWT,2002,0.3039
KWT,2003,0.298
KWT,2004,0.2947
KWT,2005,0.292
KWT,2006,0.2902
KWT,2007,0.2842
KWT,2008,0.2688
KWT,2009,0.2878
KWT,2010,0.2866
KWT,2011,0.276
KWT,2012,0.2799
KWT,2013,0.2836
KWT,2014,0.2846
KWT,2015,0.3009
KWT,2016,0.3021
KWT,2017,0.3033
KWT,2018,0.302
KWT,2019,0.3036
KWT,2020,0.3062
KWT,2021,0.301643110769949
LAO,2000,7878
LAO,2001,8878
LAO,2002,10057
LAO,2003,10516
LAO,2004,10585.4
LAO,2005,10655.1667
LAO,2006,10153.62
LAO,2007,9602.73
LAO,2008,8740.18
LAO,2009,8511.35
LAO,2010,8254.16
LAO,2011,8029.26
LAO,2012,8006.58
LAO,2013,7833.23
LAO,2014,8042.42
LAO,2015,8127.61
LAO,2016,8124.37
LAO,2017,8244.84
LAO,2018,8401.33
LAO,2019,8679.41
LAO,2020,9045.79
LAO,2021,
LBN,2000,1507.5
LBN,2001,1507.5
LBN,2002,1507.5
LBN,2003,1507.5
LBN,2004,1507.5
LBN,2005,1507.5
LBN,2006,1507.5
LBN,2007,1507.5
LBN,2008,1507.5
LBN,2009,1507.5
LBN,2010,1507.5
LBN,2011,1507.5
LBN,2012,1507.5
LBN,2013,1507.5
LBN,2014,1507.5
LBN,2015,1507.5
LBN,2016,1507.5
LBN,2017,1507.5
LBN,2018,1507.5
LBN,2019,1554
LBN,2020,3688
LBN,2021,1507.5
LBR,2000,1
LBR,2001,1
LBR,2002,1
LBR,2003,1
LBR,2004,1
LBR,2005,1
LBR,2006,1
LBR,2007,1
LBR,2008,1
LBR,2009,1
LBR,2010,1
LBR,2011,1
LBR,2012,1
LBR,2013,1
LBR,2014,1
LBR,2015,1
LBR,2016,1
LBR,2017,1
LBR,2018,1
LBR,2019,1
LBR,2020,1
LBR,2021,
LBY,2000,0.5122
LBY,2001,0.6051
LBY,2002,1.27
LBY,2003,1.28
LBY,2004,1.3
LBY,2005,1.3084
LBY,2006,1.3136
LBY,2007,1.2626
LBY,2008,1.2236
LBY,2009,1.2535
LBY,2010,1.2668
LBY,2011,1.2242
LBY,2012,1.2617
LBY,2013,1.2717
LBY,2014,1.2724
LBY,2015,1.3812
LBY,2016,1.3904
LBY,2017,1.3938
LBY,2018,1.365
LBY,2019,1.3979
LBY,2020,1.3981
LBY,2021,
LCA,2000,2.7
LCA,2001,2.7
LCA,2002,2.7
LCA,2003,2.7
LCA,2004,2.7
LCA,2005,2.7
LCA,2006,2.7
LCA,2007,2.7
LCA,2008,2.7
LCA,2009,2.7
LCA,2010,2.7
LCA,2011,2.7
LCA,2012,2.7
LCA,2013,2.7
LCA,2014,2.7
LCA,2015,2.7
LCA,2016,2.7
LCA,2017,2.7
LCA,2018,2.7
LCA,2019,2.7
LCA,2020,2.7
LCA,2021,2.7
LIE,2000,1.6888
LIE,2001,1.6876
LIE,2002,1.5586
LIE,2003,1.3467
LIE,2004,1.2435
LIE,2005,1.2452
LIE,2006,1.2538
LIE,2007,1.2004
LIE,2008,1.0831
LIE,2009,1.0881
LIE,2010,1.0429
LIE,2011,0.888
LIE,2012,0.9377
LIE,2013,0.9269
LIE,2014,0.9162
LIE,2015,0.9624
LIE,2016,0.9854
LIE,2017,0.9847
LIE,2018,0.9779
LIE,2019,0.9938
LIE,2020,
LIE,2021,
LKA,2000,77.01
LKA,2001,89.36
LKA,2002,95.66
LKA,2003,96.52
LKA,2004,101.19
LKA,2005,100.5
LKA,2006,103.9144
LKA,2007,110.6232
LKA,2008,108.3338
LKA,2009,114.9448
LKA,2010,113.0645
LKA,2011,110.5652
LKA,2012,127.6034
LKA,2013,129.069
LKA,2014,130.5647
LKA,2015,135.8569
LKA,2016,145.5817
LKA,2017,152.4464
LKA,2018,162.4649
LKA,2019,178.7449
LKA,2020,185.5926
LKA,2021,
LSO,2000,6.9398
LSO,2001,8.6091
LSO,2002,10.5407
LSO,2003,7.5647
LSO,2004,6.4596
LSO,2005,6.3593
LSO,2006,6.7715
LSO,2007,7.0454
LSO,2008,8.2612
LSO,2009,8.4737
LSO,2010,7.3198
LSO,2011,7.2599
LSO,2012,8.212
LSO,2013,9.6492
LSO,2014,10.8527
LSO,2015,12.7589
LSO,2016,14.7075
LSO,2017,13.32
LSO,2018,13.2339
LSO,2019,14.4484
LSO,2020,16.4732
LSO,2021,14.7786782139167
LTU,2000,1.15848
LTU,2001,1.15848
LTU,2002,1.064921
LTU,2003,0.886488
LTU,2004,0.805315
LTU,2005,0.803413
LTU,2006,0.797099
LTU,2007,0.730921
LTU,2008,0.682656
LTU,2009,0.719426
LTU,2010,0.754846
LTU,2011,0.718576
LTU,2012,0.778004
LTU,2013,0.753304
LTU,2014,0.753097
LTU,2015,0.901296
LTU,2016,0.903421
LTU,2017,0.885206
LTU,2018,0.846773
LTU,2019,0.893276
LTU,2020,0.875506
LTU,2021,0.845494
LUX,2000,1.082705
LUX,2001,1.116533
LUX,2002,1.057559
LUX,2003,0.884048
LUX,2004,0.803922
LUX,2005,0.8038
LUX,2006,0.796433
LUX,2007,0.729672
LUX,2008,0.679923
LUX,2009,0.716958
LUX,2010,0.754309
LUX,2011,0.718414
LUX,2012,0.778338
LUX,2013,0.752945
LUX,2014,0.752728
LUX,2015,0.901296
LUX,2016,0.903421
LUX,2017,0.885206
LUX,2018,0.846773
LUX,2019,0.893276
LUX,2020,0.875506
LUX,2021,0.845494
LVA,2000,0.862972
LVA,2001,0.893445
LVA,2002,0.879607
LVA,2003,0.813136
LVA,2004,0.768683
LVA,2005,0.803519
LVA,2006,0.797389
LVA,2007,0.73106
LVA,2008,0.68414
LVA,2009,0.719333
LVA,2010,0.754798
LVA,2011,0.713191
LVA,2012,0.778133
LVA,2013,0.753256
LVA,2014,0.752728
LVA,2015,0.901296
LVA,2016,0.903421
LVA,2017,0.885206
LVA,2018,0.846773
LVA,2019,0.893276
LVA,2020,0.875506
LVA,2021,0.845494
MAC,2000,8.0259
MAC,2001,8.0335
MAC,2002,8.0334
MAC,2003,8.0212
MAC,2004,8.0222
MAC,2005,8.0111
MAC,2006,8.0014
MAC,2007,8.0359
MAC,2008,8.0201
MAC,2009,7.9843
MAC,2010,8.0022
MAC,2011,8.0182
MAC,2012,7.9899
MAC,2013,7.9893
MAC,2014,7.9871
MAC,2015,7.985
MAC,2016,7.9951
MAC,2017,8.026
MAC,2018,8.0725
MAC,2019,8.0705
MAC,2020,7.9891
MAC,2021,8.00553175
MAF,2000,
MAF,2001,
MAF,2002,
MAF,2003,
MAF,2004,
MAF,2005,
MAF,2006,
MAF,2007,
MAF,2008,
MAF,2009,
MAF,2010,
MAF,2011,
MAF,2012,
MAF,2013,
MAF,2014,
MAF,2015,
MAF,2016,
MAF,2017,
MAF,2018,
MAF,2019,
MAF,2020,
MAF,2021,
MAR,2000,10.625636
MAR,2001,11.302975
MAR,2002,11.020583
MAR,2003,9.574383
MAR,2004,8.868017
MAR,2005,8.865008
MAR,2006,8.795583
MAR,2007,8.192333
MAR,2008,7.750325
MAR,2009,8.0571
MAR,2010,8.417158
MAR,2011,8.089875
MAR,2012,8.628445
MAR,2013,8.405504
MAR,2014,8.406337
MAR,2015,9.764348
MAR,2016,9.807476
MAR,2017,9.691998
MAR,2018,9.386102
MAR,2019,9.617076
MAR,2020,9.496847
MAR,2021,8.988484
MCO,2000,1.0854
MCO,2001,1.098
MCO,2002,1.04
MCO,2003,0.883
MCO,2004,0.8
MCO,2005,0.8041
MCO,2006,0.7971
MCO,2007,0.7306
MCO,2008,0.6827
MCO,2009,0.7198
MCO,2010,0.7543
MCO,2011,0.7184
MCO,2012,0.7783
MCO,2013,0.7529
MCO,2014,0.7527
MCO,2015,0.9013
MCO,2016,0.9034
MCO,2017,0.8852
MCO,2018,0.8468
MCO,2019,0.8933
MCO,2020,0.8755
MCO,2021,
MDA,2000,12.4334
MDA,2001,12.8668
MDA,2002,13.573
MDA,2003,13.9426
MDA,2004,12.3283
MDA,2005,12.5996
MDA,2006,13.1311
MDA,2007,12.1399
MDA,2008,10.392
MDA,2009,11.1096
MDA,2010,12.3693
MDA,2011,11.7386
MDA,2012,12.1114
MDA,2013,12.5868
MDA,2014,14.0356
MDA,2015,18.8185
MDA,2016,19.9238
MDA,2017,18.499
MDA,2018,16.8031
MDA,2019,17.5751
MDA,2020,17.3201
MDA,2021,17.6804661418331
MDG,2000,1353.496167
MDG,2001,1317.698833
MDG,2002,1366.391167
MDG,2003,1238.327667
MDG,2004,1868.857833
MDG,2005,2003.025833
MDG,2006,2142.301667
MDG,2007,1873.876667
MDG,2008,1708.370833
MDG,2009,1956.205833
MDG,2010,2089.95
MDG,2011,2025.1175
MDG,2012,2194.966667
MDG,2013,2206.914167
MDG,2014,2414.811667
MDG,2015,2933.508333
MDG,2016,3176.539167
MDG,2017,3116.11
MDG,2018,3334.752255
MDG,2019,3618.321858
MDG,2020,3787.754058
MDG,2021,3829.977849
MDV,2000,11.77
MDV,2001,12.2421
MDV,2002,12.8
MDV,2003,12.8
MDV,2004,12.8
MDV,2005,12.8
MDV,2006,12.8
MDV,2007,12.8
MDV,2008,12.8
MDV,2009,12.8
MDV,2010,12.8
MDV,2011,14.602
MDV,2012,15.3648
MDV,2013,15.3667
MDV,2014,15.3804
MDV,2015,15.3663
MDV,2016,15.3684
MDV,2017,15.387
MDV,2018,15.3908
MDV,2019,15.382
MDV,2020,15.3813
MDV,2021,15.3726984126984
MEX,2000,9.455558
MEX,2001,9.342342
MEX,2002,9.655958
MEX,2003,10.789019
MEX,2004,11.285967
MEX,2005,10.897892
MEX,2006,10.899242
MEX,2007,10.928192
MEX,2008,11.129717
MEX,2009,13.513475
MEX,2010,12.636008
MEX,2011,12.423325
MEX,2012,13.169458
MEX,2013,12.771992
MEX,2014,13.29245
MEX,2015,15.848267
MEX,2016,18.664058
MEX,2017,18.926517
MEX,2018,19.244342
MEX,2019,19.263633
MEX,2020,21.485608
MEX,2021,20.272408
MHL,2000,1
MHL,2001,1
MHL,2002,1
MHL,2003,1
MHL,2004,1
MHL,2005,1
MHL,2006,1
MHL,2007,1
MHL,2008,1
MHL,2009,1
MHL,2010,1
MHL,2011,1
MHL,2012,1
MHL,2013,1
MHL,2014,1
MHL,2015,1
MHL,2016,1
MHL,2017,1
MHL,2018,1
MHL,2019,1
MHL,2020,1
MHL,2021,
MKD,2000,65.903867
MKD,2001,68.037133
MKD,2002,64.349792
MKD,2003,54.322258
MKD,2004,49.409933
MKD,2005,49.283683
MKD,2006,48.801767
MKD,2007,44.729817
MKD,2008,41.867683
MKD,2009,44.100575
MKD,2010,46.485392
MKD,2011,44.230825
MKD,2012,47.89025
MKD,2013,46.395342
MKD,2014,46.437131
MKD,2015,55.537075
MKD,2016,55.731725
MKD,2017,54.665458
MKD,2018,52.107108
MKD,2019,54.9472
MKD,2020,54.144325
MKD,2021,52.102158
MLI,2000,710.21
MLI,2001,732.4
MLI,2002,693.71
MLI,2003,579.9
MLI,2004,527.34
MLI,2005,527.26
MLI,2006,522.43
MLI,2007,478.63
MLI,2008,446
MLI,2009,470.29
MLI,2010,494.7943
MLI,2011,471.2486
MLI,2012,510.5563
MLI,2013,493.8996
MLI,2014,493.7573
MLI,2015,591.2117
MLI,2016,592.6056
MLI,2017,580.6567
MLI,2018,555.4465
MLI,2019,585.911
MLI,2020,575.586
MLI,2021,554.530675033104
MLT,2000,1.020615
MLT,2001,1.048315
MLT,2002,1.010064
MLT,2003,0.878717
MLT,2004,0.802849
MLT,2005,0.805445
MLT,2006,0.794069
MLT,2007,0.726007
MLT,2008,0.679923
MLT,2009,0.716958
MLT,2010,0.754309
MLT,2011,0.718414
MLT,2012,0.778338
MLT,2013,0.752945
MLT,2014,0.752728
MLT,2015,0.901296
MLT,2016,0.903421
MLT,2017,0.885206
MLT,2018,0.846773
MLT,2019,0.893276
MLT,2020,0.875506
MLT,2021,0.845494
MMR,2000,346.2425
MMR,2001,490.429166666667
MMR,2002,750.636363636364
MMR,2003,860.25
MMR,2004,894.25
MMR,2005,1008.9167
MMR,2006,1228.1667
MMR,2007,1288.8333
MMR,2008,1142.1667
MMR,2009,1071.5833
MMR,2010,974.5833
MMR,2011,795.3333
MMR,2012,836.5
MMR,2013,901.9879409628
MMR,2014,974.2648138801
MMR,2015,1094.2599776996
MMR,2016,1230.9438583333
MMR,2017,1345.8233030447
MMR,2018,1381.9246930568
MMR,2019,1532.196952807
MMR,2020,1428.7802666667
MMR,2021,
MNE,2000,1.0827
MNE,2001,1.1166
MNE,2002,1.0589
MNE,2003,0.8843
MNE,2004,0.8054
MNE,2005,0.8041
MNE,2006,0.7971
MNE,2007,0.7306
MNE,2008,0.6827
MNE,2009,0.7198
MNE,2010,0.7543
MNE,2011,0.7184
MNE,2012,0.7783
MNE,2013,0.7532
MNE,2014,0.7537
MNE,2015,0.9017
MNE,2016,0.904
MNE,2017,0.8874
MNE,2018,0.8472
MNE,2019,0.8932
MNE,2020,0.8775
MNE,2021,0.845376564367945
MNG,2000,1076.6701
MNG,2001,1097.6975
MNG,2002,1110.3101
MNG,2003,1146.54
MNG,2004,1185.28
MNG,2005,1205.2467
MNG,2006,1179.6992
MNG,2007,1170.4008
MNG,2008,1165.8042
MNG,2009,1437.795
MNG,2010,1357.0642
MNG,2011,1265.5158
MNG,2012,1357.58
MNG,2013,1523.9275
MNG,2014,1817.9387
MNG,2015,1970.3092
MNG,2016,2140.2909
MNG,2017,2439.7772
MNG,2018,2472.4841
MNG,2019,2663.5414
MNG,2020,2813.2898
MNG,2021,2849.2886145414
MNP,2000,
MNP,2001,
MNP,2002,1
MNP,2003,1
MNP,2004,1
MNP,2005,1
MNP,2006,1
MNP,2007,1
MNP,2008,1
MNP,2009,1
MNP,2010,1
MNP,2011,1
MNP,2012,1
MNP,2013,1
MNP,2014,1
MNP,2015,1
MNP,2016,1
MNP,2017,1
MNP,2018,1
MNP,2019,1
MNP,2020,1
MNP,2021,
MOZ,2000,15.2272
MOZ,2001,20.7036
MOZ,2002,23.678
MOZ,2003,23.7823
MOZ,2004,22.5813
MOZ,2005,23.061
MOZ,2006,25.4008
MOZ,2007,25.8403
MOZ,2008,24.3006
MOZ,2009,27.5183
MOZ,2010,33.9601
MOZ,2011,29.0676
MOZ,2012,28.373
MOZ,2013,30.1041
MOZ,2014,31.3527
MOZ,2015,39.9825
MOZ,2016,63.0562
MOZ,2017,63.5843
MOZ,2018,60.3243
MOZ,2019,62.57
MOZ,2020,69.5114
MOZ,2021,65.465
MRT,2000,23.8923
MRT,2001,25.5629
MRT,2002,27.1739
MRT,2003,26.303
MRT,2004,26.5333
MRT,2005,26.56
MRT,2006,26.86
MRT,2007,25.8587
MRT,2008,23.8203
MRT,2009,26.2366
MRT,2010,27.5894
MRT,2011,28.1118
MRT,2012,29.662
MRT,2013,30.0682
MRT,2014,30.2725
MRT,2015,32.4672
MRT,2016,35.2371
MRT,2017,35.8
MRT,2018,35.6683
MRT,2019,36.6908
MRT,2020,37.2
MRT,2021,
MSR,2000,2.7
MSR,2001,2.7
MSR,2002,2.7
MSR,2003,2.7
MSR,2004,2.7
MSR,2005,2.7
MSR,2006,2.7
MSR,2007,2.7
MSR,2008,2.7
MSR,2009,2.7
MSR,2010,2.7
MSR,2011,2.7
MSR,2012,2.7
MSR,2013,2.7
MSR,2014,2.7
MSR,2015,2.7
MSR,2016,2.7
MSR,2017,2.7
MSR,2018,2.7
MSR,2019,2.7
MSR,2020,2.7
MSR,2021,2.7
MTQ,2000,
MTQ,2001,
MTQ,2002,
MTQ,2003,
MTQ,2004,
MTQ,2005,
MTQ,2006,
MTQ,2007,
MTQ,2008,
MTQ,2009,
MTQ,2010,
MTQ,2011,
MTQ,2012,
MTQ,2013,
MTQ,2014,
MTQ,2015,
MTQ,2016,
MTQ,2017,
MTQ,2018,
MTQ,2019,
MTQ,2020,
MTQ,2021,
MUS,2000,26.2496
MUS,2001,29.1293
MUS,2002,29.962
MUS,2003,27.9015
MUS,2004,27.4985
MUS,2005,29.4962
MUS,2006,31.7081
MUS,2007,31.3137
MUS,2008,28.4528
MUS,2009,31.9598
MUS,2010,30.7844
MUS,2011,28.706
MUS,2012,30.05
MUS,2013,30.7014
MUS,2014,30.6216
MUS,2015,35.0567
MUS,2016,35.5419
MUS,2017,34.4814
MUS,2018,33.9344
MUS,2019,35.4735
MUS,2020,39.3469
MUS,2021,41.6921333333333
MWI,2000,59.5438
MWI,2001,72.1973
MWI,2002,76.6833
MWI,2003,97.4425
MWI,2004,108.905
MWI,2005,118.4192
MWI,2006,136.0135
MWI,2007,139.9573
MWI,2008,140.5227
MWI,2009,141.1669
MWI,2010,150.4867
MWI,2011,156.5155
MWI,2012,249.106
MWI,2013,364.4073
MWI,2014,424.8958
MWI,2015,499.6058
MWI,2016,718.005
MWI,2017,730.2725
MWI,2018,732.3325
MWI,2019,745.5407
MWI,2020,749.5275
MWI,2021,
MYS,2000,3.8
MYS,2001,3.8
MYS,2002,3.8
MYS,2003,3.8
MYS,2004,3.8
MYS,2005,3.7871
MYS,2006,3.6682
MYS,2007,3.4376
MYS,2008,3.3358
MYS,2009,3.5245
MYS,2010,3.2211
MYS,2011,3.06
MYS,2012,3.0888
MYS,2013,3.1509
MYS,2014,3.2729
MYS,2015,3.9055
MYS,2016,4.1483
MYS,2017,4.3004
MYS,2018,4.0351
MYS,2019,4.1425
MYS,2020,4.2035
MYS,2021,4.14329759817721
MYT,2000,
MYT,2001,
MYT,2002,
MYT,2003,
MYT,2004,
MYT,2005,
MYT,2006,
MYT,2007,
MYT,2008,
MYT,2009,
MYT,2010,
MYT,2011,
MYT,2012,
MYT,2013,
MYT,2014,
MYT,2015,
MYT,2016,
MYT,2017,
MYT,2018,
MYT,2019,
MYT,2020,
MYT,2021,
NAM,2000,6.9398
NAM,2001,8.6092
NAM,2002,10.5407
NAM,2003,7.5647
NAM,2004,6.4597
NAM,2005,6.3771
NAM,2006,6.7671
NAM,2007,7.0544
NAM,2008,8.2517
NAM,2009,8.5228
NAM,2010,7.3303
NAM,2011,7.3
NAM,2012,8.1938
NAM,2013,9.7501
NAM,2014,10.8429
NAM,2015,12.8819
NAM,2016,14.7088
NAM,2017,13.305
NAM,2018,13.2339
NAM,2019,14.4484
NAM,2020,16.4633
NAM,2021,14.778675
NCL,2000,129.2010379533
NCL,2001,133.2377912162
NCL,2002,126.2003128716
NCL,2003,105.4949420325
NCL,2004,95.9333368925
NCL,2005,95.9188433909
NCL,2006,95.0396717198
NCL,2007,87.0730479332
NCL,2008,81.1363292781
NCL,2009,85.5557814097
NCL,2010,90.0129741146
NCL,2011,85.7295518299
NCL,2012,92.8804110841
NCL,2013,89.8502214987
NCL,2014,89.8243353779
NCL,2015,107.5532344043
NCL,2016,107.806815805
NCL,2017,105.6330781511
NCL,2018,101.0468218795
NCL,2019,106.5889338044
NCL,2020,104.710608187
NCL,2021,100.880222566186
NER,2000,710.208
NER,2001,732.3977
NER,2002,693.7132
NER,2003,579.8974
NER,2004,527.338
NER,2005,527.2584
NER,2006,522.4256
NER,2007,478.6337
NER,2008,446
NER,2009,470.2934
NER,2010,494.7943
NER,2011,471.2486
NER,2012,510.5563
NER,2013,493.8996
NER,2014,493.7573
NER,2015,591.2117
NER,2016,592.6056
NER,2017,580.6567
NER,2018,555.4465
NER,2019,585.911
NER,2020,575.586
NER,2021,554.530675033104
NGA,2000,101.6973
NGA,2001,111.2313
NGA,2002,120.5782
NGA,2003,129.2224
NGA,2004,132.888
NGA,2005,131.2743
NGA,2006,128.6517
NGA,2007,125.8081
NGA,2008,117.6937
NGA,2009,147.3226
NGA,2010,151.0894
NGA,2011,155.8907
NGA,2012,158.8391
NGA,2013,159.2512
NGA,2014,164.8818
NGA,2015,195.5158
NGA,2016,253.4917
NGA,2017,305.7893
NGA,2018,325
NGA,2019,325
NGA,2020,356.8229
NGA,2021,
NIC,2000,12.69
NIC,2001,13.4438
NIC,2002,14.25
NIC,2003,15.104
NIC,2004,15.93
NIC,2005,16.7333
NIC,2006,17.5707
NIC,2007,18.4485
NIC,2008,19.3719
NIC,2009,20.3395
NIC,2010,21.3564
NIC,2011,22.4243
NIC,2012,23.5467
NIC,2013,24.7228
NIC,2014,25.9589
NIC,2015,27.2568
NIC,2016,28.621
NIC,2017,30.0509
NIC,2018,31.5532
NIC,2019,33.1217
NIC,2020,34.3421
NIC,2021,35.1710166666667
NIU,2000,
NIU,2001,
NIU,2002,
NIU,2003,
NIU,2004,
NIU,2005,
NIU,2006,
NIU,2007,
NIU,2008,
NIU,2009,
NIU,2010,
NIU,2011,
NIU,2012,
NIU,2013,
NIU,2014,
NIU,2015,
NIU,2016,
NIU,2017,
NIU,2018,
NIU,2019,
NIU,2020,
NIU,2021,
NLD,2000,1.082705
NLD,2001,1.116533
NLD,2002,1.057559
NLD,2003,0.884048
NLD,2004,0.803922
NLD,2005,0.8038
NLD,2006,0.796433
NLD,2007,0.729672
NLD,2008,0.679923
NLD,2009,0.716958
NLD,2010,0.754309
NLD,2011,0.718414
NLD,2012,0.778338
NLD,2013,0.752945
NLD,2014,0.752728
NLD,2015,0.901296
NLD,2016,0.903421
NLD,2017,0.885206
NLD,2018,0.846773
NLD,2019,0.893276
NLD,2020,0.875506
NLD,2021,0.845494
NOR,2000,8.801842
NOR,2001,8.991654
NOR,2002,7.983779
NOR,2003,7.080217
NOR,2004,6.740833
NOR,2005,6.4425
NOR,2006,6.413333
NOR,2007,5.861667
NOR,2008,5.64
NOR,2009,6.288333
NOR,2010,6.044167
NOR,2011,5.604607
NOR,2012,5.8175
NOR,2013,5.875
NOR,2014,6.301667
NOR,2015,8.064167
NOR,2016,8.4
NOR,2017,8.271667
NOR,2018,8.1325
NOR,2019,8.8
NOR,2020,9.415833
NOR,2021,8.59
NPL,2000,69.07
NPL,2001,73.5
NPL,2002,75.93
NPL,2003,77.7558
NPL,2004,73.7907
NPL,2005,72.4961
NPL,2006,72.3247
NPL,2007,70.4875
NPL,2008,65.0163
NPL,2009,76.8785
NPL,2010,74.536
NPL,2011,72.2737
NPL,2012,81.0197
NPL,2013,87.9558
NPL,2014,98.2124
NPL,2015,99.4893
NPL,2016,106.3519
NPL,2017,106.2125
NPL,2018,104.3730021726
NPL,2019,112.8798340131
NPL,2020,116.311039272
NPL,2021,118.134081604947
NRU,2000,1.72482666666667
NRU,2001,1.9334425
NRU,2002,1.8405625
NRU,2003,1.54191416666667
NRU,2004,1.3597525
NRU,2005,1.30947333333333
NRU,2006,1.3279734405
NRU,2007,1.1950725
NRU,2008,1.19217833333333
NRU,2009,1.28218881008452
NRU,2010,1.1353
NRU,2011,1.0143
NRU,2012,0.9698
NRU,2013,0.9747
NRU,2014,1.0893
NRU,2015,1.2019
NRU,2016,1.3738
NRU,2017,1.3259
NRU,2018,1.2901
NRU,2019,1.3982
NRU,2020,1.4918
NRU,2021,1.33122425957081
NZL,2000,2.201149
NZL,2001,2.378751
NZL,2002,2.162191
NZL,2003,1.722099
NZL,2004,1.508681
NZL,2005,1.420273
NZL,2006,1.542056
NZL,2007,1.360675
NZL,2008,1.422727
NZL,2009,1.600877
NZL,2010,1.387834
NZL,2011,1.265811
NZL,2012,1.234284
NZL,2013,1.219408
NZL,2014,1.205433
NZL,2015,1.433975
NZL,2016,1.436525
NZL,2017,1.407408
NZL,2018,1.445258
NZL,2019,1.517875
NZL,2020,1.542058
NZL,2021,1.4138
OMN,2000,0.3845
OMN,2001,0.3845
OMN,2002,0.3845
OMN,2003,0.3845
OMN,2004,0.3845
OMN,2005,0.3845
OMN,2006,0.3845
OMN,2007,0.3845
OMN,2008,0.3845
OMN,2009,0.3845
OMN,2010,0.3845
OMN,2011,0.3845
OMN,2012,0.3845
OMN,2013,0.3845
OMN,2014,0.3845
OMN,2015,0.3845
