id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Cluster.id,destinationObjects_Cluster.name,destinationObjects_Cluster.behavior,destinationObjects_Cluster.organizationTypes,destinationObjects_Cluster.organizationSubTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.organizationSubTypes,destinationObjects_Cluster.code,destinationObjects_GlobalCluster.code,destinationObjects_Location.code,destinationObjects_Organization.code,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.organizationSubTypes,destinationObjects_Project.code,destinationObjects_UsageYear.code,destinationObjects_Emergency.code
216945,1176471,2022,,financial,2020-12-05T02:25:34.625Z,2020-08-13T00:00:00Z,2020-08-13T00:00:00Z,Improving access to health care for the population affected by the crisis (2022 portion),,0.85,2020-08-13T00:00:00Z,Standard,Multiyear,TRUE,1000000,EUR,Traditional aid,216942,commitment,2022-01-24T15:01:19.292Z,2,incoming,single,S09-321.50 CAF 03/20,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,43,Central African Republic,single,,,3777,Médecins du Monde,single,NGO,International,43,2022,single,,,7,Health,single,,,,,,,6350,Santé,single,,,,1064,République Centrafricaine Plan de Réponse Humanitaire 2022,single,,,,,,,,,,,,,,,
217021,0,2020,217024|217023|217022,financial,2020-08-15T02:25:29.885Z,2020-08-14T00:00:00Z,2020-08-14T00:00:00Z,Payment into the Early Warning Early Action Window of the Special Fund for Emergency and Rehabilitation Activities (SFERA),,0.85,2020-08-14T00:00:00Z,Parked,Multiyear,TRUE,0,EUR,Traditional aid,,commitment,2021-09-24T08:12:42.086Z,1,incoming,shared,AA-S08-321.50 ALL 24/20,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,43; 42; 41,2022; 2021; 2020,shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,,,,,,,,,,,,,,,,4399,Food & Agriculture Organization of the United Nations,single,UN agency,,41; 42; 43,2020; 2021; 2022,shared; shared; shared,NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217024,555191,2022,,financial,2021-09-24T02:25:25.842Z,2020-08-14T00:00:00Z,2020-08-14T00:00:00Z,Payment into the Early Warning Early Action Window of the Special Fund for Emergency and Rehabilitation Activities (SFERA) (2022 portion),,0.85,2020-08-14T00:00:00Z,Standard,Multiyear,TRUE,471912,EUR,Traditional aid,217021,commitment,2021-09-24T08:12:41.933Z,3,incoming,single,AA-S08-321.50 ALL 24/20,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,,,,,,4399,Food & Agriculture Organization of the United Nations,single,UN agency,,43,2022,single,,,6,Food Security,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217103,0,,217107|217106|217105|217104,financial,2020-08-17T17:20:42.667Z,2020-07-31T00:00:00Z,,"COVID-19:Improve public health in selected vulnerable communities through targeted WASH Interventions. Multi year 2020-2021-2022-2023 total amount CHF 396,900     (7F-09841.02)",earmarked,0.916,2020-08-04T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,paid,2020-08-17T17:33:35.351Z,1,incoming,shared,7F-09841.02,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,41,2020,single,,,,,,,,,,,,,124,Lebanon,single,,,3285,Lebanese Red Cross,single,Red Cross/Red Crescent,National Society,44; 43; 42; 41,2023; 2022; 2021; 2020,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,26479; 11,Multi-sector; Water Sanitation Hygiene,shared; shared,NULL; NULL,NULL; NULL,911,Coronavirus disease Outbreak - COVID -19,single,,,,,,,,,,,,,,,,,,,,,,,,,
217106,72052,,,financial,2020-08-17T17:29:04.682Z,2020-07-31T00:00:00Z,,"COVID-19:Improve public health in selected vulnerable communities through targeted WASH Interventions. Multi year 2020-2021-2022-2023.2022 portion, total amount     CHF 66,000     (7F-09841.02)",earmarked,0.916,2020-08-04T00:00:00Z,Standard,Multiyear,TRUE,66000,CHF,Traditional aid,217103,paid,2020-08-17T17:33:35.227Z,1,incoming,single,7F-09841.02,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,41,2020,single,,,,,,,,,,,,,124,Lebanon,single,,,3285,Lebanese Red Cross,single,Red Cross/Red Crescent,National Society,43,2022,single,,,11,Water Sanitation Hygiene,single,,,911,Coronavirus disease Outbreak - COVID -19,single,,,,,,,,,,,,,,,,,,,,,,,,,
217161,0,2020,217164|217163|217162,financial,2020-08-19T02:25:21.890Z,2020-08-18T00:00:00Z,2020-08-18T00:00:00Z,"Provision of life-saving shelter and camp infrastructure for Rohingya refugees and neighbouring host communities in Cox´s Bazar, Bangladesh, as well as financial assistance to mitigate the impacts of Covid-19 pandemic",,0.85,2020-08-18T00:00:00Z,Parked,Multiyear,TRUE,0,EUR,Traditional aid,,commitment,2021-08-28T15:10:18.480Z,1,incoming,shared,AA-S09 321.50 BGD 03/20,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,41; 42; 43,2020; 2021; 2022,shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,,,,,,,,,,,19,Bangladesh,single,,,3162,Caritas Germany (DCV),single,NGO,International,43; 42; 41,2022; 2021; 2020,shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217164,653361,2022,,financial,2021-08-28T02:25:24.256Z,2020-08-18T00:00:00Z,2020-08-18T00:00:00Z,"Provision of life-saving shelter and camp infrastructure for Rohingya refugees and neighbouring host communities in Cox´s Bazar, Bangladesh, as well as financial assistance to mitigate the impacts of Covid-19 pandemic (2022 portion)",,0.85,2020-08-18T00:00:00Z,Standard,Multiyear,TRUE,555357,EUR,Traditional aid,217161,commitment,2021-08-28T15:08:56.196Z,2,incoming,single,AA-S09 321.50 BGD 03/20,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,19,Bangladesh,single,,,3162,Caritas Germany (DCV),single,NGO,International,43,2022,single,,,11; 4; 6,Water Sanitation Hygiene; Emergency Shelter and NFI; Food Security,shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217167,39458186,2020,,financial,2020-08-19T02:25:26.718Z,2020-08-18T00:00:00Z,2020-08-18T00:00:00Z,The main goal of the project is to strengthen the resilience of the population in the Iraqi province of Ninewa (BMZ),,0.849,2020-08-18T00:00:00Z,Parked,Multiyear,TRUE,33500000,EUR,Traditional aid,,commitment,2020-10-01T09:23:20.526Z,1,incoming,shared,2020.1800.0,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,41,2020,single,,,,,,,,,,,,,106,Iraq,single,,,2987,Deutsche Gesellschaft für Internationale Zusammenarbeit,single,Private organization/foundation,International organization/foundation/individual,41; 42; 43; 44,2020; 2021; 2022; 2023,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,26480; 4; 8,Coordination and support services; Emergency Shelter and NFI; Logistics,shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217329,3769140,2020,,financial,2020-08-22T02:25:17.676Z,2020-08-21T00:00:00Z,2020-08-21T00:00:00Z,"The livelihoods and resilience of Central African refugees, displaced persons and returnees and their host communities in eastern Cameroon and western CAR are strengthened and the socio-economic conditions for peaceful reintegration of Central African voluntary returnees have been created.",,0.849,2020-08-21T00:00:00Z,Parked,Multiyear,TRUE,3200000,EUR,Traditional aid,,commitment,2020-11-13T13:13:44.993Z,1,incoming,shared,2020.1832.3,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,41,2020,single,,,,,,,,,,,,,39,Cameroon,single,,,8551,ACT Alliance / Diakonie,single,NGO,International,41; 42; 43; 44,2020; 2021; 2022; 2023,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217454,14801,,,financial,2020-08-24T17:11:26.093Z,2020-08-24T00:00:00Z,2020-08-24T00:00:00Z,Core Funding,unearmarked,135.13,2020-08-24T00:00:00Z,Parked,Multiyear,TRUE,2000000,ISK,Traditional aid,,commitment,2020-08-24T17:11:36.898Z,1,incoming,shared,,102,Iceland,single,,,4845,"Iceland, Government of",single,Government,National government,41,2020,single,,,,,,,,,,,,,,,,,,4397,United Nations High Commissioner for Refugees,single,UN agency,,41; 42; 43; 44,2020; 2021; 2022; 2023,shared; shared; shared; shared,NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217486,0,2020,217500|217499|217488|217501|217498|217497|217496|217495|217494|217493|217492|217491|217490|217489|217487,financial,2020-08-25T02:25:25.636Z,2020-08-24T00:00:00Z,2020-08-24T00:00:00Z,Support for the program Humanitarian Action for Children in the Central Sahel,,0.849,2020-08-24T00:00:00Z,Parked,Multiyear,TRUE,0,EUR,Traditional aid,,commitment,2021-04-08T13:31:08.252Z,1,incoming,shared,AA-S09-321.50 MLI 01/20,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,43; 42; 41,2022; 2021; 2020,shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,,,,,,,,,,,,,,,,2915,United Nations Children's Fund,single,UN agency,,41; 42; 43,2020; 2021; 2022,shared; shared; shared,NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217497,35336,2022,,financial,2020-08-25T02:25:28.674Z,2020-08-24T00:00:00Z,2020-08-24T00:00:00Z,Support for the program Humanitarian Action for Children in the Central Sahel (2022 portion),,0.849,2020-08-24T00:00:00Z,Standard,Multiyear,TRUE,30000,EUR,Traditional aid,217486,commitment,2020-11-11T10:45:26.248Z,1,incoming,single,AA-S09-321.50 MLI 01/20,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,,,,,,2915,United Nations Children's Fund,single,UN agency,,43,2022,single,,,12; 26480; 9; 4; 11,Protection - Child Protection; Coordination and support services; Nutrition; Emergency Shelter and NFI; Water Sanitation Hygiene,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217498,364706,2022,,financial,2020-08-25T02:25:28.907Z,2020-08-24T00:00:00Z,2020-08-24T00:00:00Z,Support for the program Humanitarian Action for Children in the Central Sahel (2022 portion),,0.85,2020-08-24T00:00:00Z,Standard,Multiyear,TRUE,310000,EUR,Traditional aid,217486,commitment,2020-11-11T09:31:47.136Z,1,incoming,single,AA-S09-321.50 MLI 01/20,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,36,Burkina Faso,single,,,2915,United Nations Children's Fund,single,UN agency,,43,2022,single,,,12; 26480; 9; 4; 11,Protection - Child Protection; Coordination and support services; Nutrition; Emergency Shelter and NFI; Water Sanitation Hygiene,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217499,424028,2022,,financial,2020-08-25T02:25:29.145Z,2020-08-24T00:00:00Z,2020-08-24T00:00:00Z,Support for the program Humanitarian Action for Children in the Central Sahel (2022 portion),,0.849,2020-08-24T00:00:00Z,Standard,Multiyear,TRUE,360000,EUR,Traditional aid,217486,commitment,2020-11-11T09:36:44.556Z,1,incoming,single,AA-S09-321.50 MLI 01/20,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,137,Mali,single,,,2915,United Nations Children's Fund,single,UN agency,,43,2022,single,,,12; 26480; 9; 4; 11,Protection - Child Protection; Coordination and support services; Nutrition; Emergency Shelter and NFI; Water Sanitation Hygiene,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217500,318021,2022,,financial,2020-08-25T02:25:29.381Z,2020-08-24T00:00:00Z,2020-08-24T00:00:00Z,Support for the program Humanitarian Action for Children in the Central Sahel (2022 portion),,0.849,2020-08-24T00:00:00Z,Standard,Multiyear,TRUE,270000,EUR,Traditional aid,217486,commitment,2020-11-11T09:42:46.569Z,1,incoming,single,AA-S09-321.50 MLI 01/20,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,162,Niger,single,,,2915,United Nations Children's Fund,single,UN agency,,43,2022,single,,,12; 26480; 9; 4; 11,Protection - Child Protection; Coordination and support services; Nutrition; Emergency Shelter and NFI; Water Sanitation Hygiene,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217501,35336,2022,,financial,2020-08-25T02:25:29.608Z,2020-08-24T00:00:00Z,2020-08-24T00:00:00Z,Support for the program Humanitarian Action for Children in the Central Sahel (2022 portion),,0.849,2020-08-24T00:00:00Z,Standard,Multiyear,TRUE,30000,EUR,Traditional aid,217486,commitment,2020-11-11T10:38:12.352Z,1,incoming,single,AA-S09-321.50 MLI 01/20,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,,,,,,2915,United Nations Children's Fund,single,UN agency,,43,2022,single,,,12; 26480; 9; 4; 11,Protection - Child Protection; Coordination and support services; Nutrition; Emergency Shelter and NFI; Water Sanitation Hygiene,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217623,3533569,2020,,financial,2020-08-26T02:25:21.221Z,2020-08-25T00:00:00Z,2020-08-25T00:00:00Z,"Communities affected by Ebola have increased resilience to protect themselves from Ebola, other diseases and food insecurity (BMZ)",,0.849,2020-08-25T00:00:00Z,Parked,Multiyear,TRUE,3000000,EUR,Traditional aid,,commitment,2020-08-27T12:08:32.305Z,1,incoming,shared,2020.1825.7,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,41,2020,single,,,,,,,,,,,,,52,"Congo, The Democratic Republic of the",single,,,1850,World Vision International,single,NGO,International,41; 42; 43; 44,2020; 2021; 2022; 2023,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,26481; 26480; 4,Other; Coordination and support services; Emergency Shelter and NFI,shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217624,3896349,2020,,financial,2020-08-26T02:25:21.496Z,2020-08-25T00:00:00Z,2020-08-25T00:00:00Z,"Improvement of the living situation of crisis-affected communities in central Mali through the (re) establishment of access to drinking water and sanitary facilities, as well as knowledge transfer in the area of hygiene / disease transmission (BMZ)",,0.849,2020-08-25T00:00:00Z,Parked,Multiyear,TRUE,3308000,EUR,Traditional aid,,commitment,2020-08-27T12:07:14.725Z,1,incoming,shared,2020.1833.1,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,41,2020,single,,,,,,,,,,,,,137,Mali,single,,,4534,Help - Hilfe zur Selbsthilfe e.V.,single,NGO,International,41; 42; 43; 44,2020; 2021; 2022; 2023,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,26481; 26480; 4; 8,Other; Coordination and support services; Emergency Shelter and NFI; Logistics,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217625,5182568,2020,,financial,2020-08-26T02:25:21.802Z,2020-08-25T00:00:00Z,2020-08-25T00:00:00Z,"The aim of the project is to contribute to the improvement of food and nutrition security, as well as to strengthening the resilience and social cohesion of 1000 vulnerable households in the Tenenkou area (BMZ)",,0.849,2020-08-25T00:00:00Z,Parked,Multiyear,TRUE,4400000,EUR,Traditional aid,,commitment,2020-08-27T12:06:00.338Z,1,incoming,shared,2020.1835.6,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,41,2020,single,,,,,,,,,,,,,137,Mali,single,,,3001,International Rescue Committee,single,NGO,International,41; 42; 43; 44,2020; 2021; 2022; 2023,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,26481; 26480; 4; 8,Other; Coordination and support services; Emergency Shelter and NFI; Logistics,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217754,0,2020,232092|217756|217755,financial,2020-08-29T02:25:18.511Z,2020-08-28T00:00:00Z,2020-08-28T00:00:00Z,"Health care for internally displaced persons and host communities through the provision of medicines, med. Consumer goods and equipment as well as salaries for med. staff, The Covid Share of the project has been entered separately",,0.849,2020-08-28T00:00:00Z,Parked,Multiyear,TRUE,0,EUR,Traditional aid,,commitment,2021-05-26T12:44:33.017Z,1,incoming,shared,S09-321.50 YEM 09/20,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,43; 42; 41,2022; 2021; 2020,shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,,,,,,,,,,,248,Yemen,single,,,4398,World Health Organization,single,UN agency,,43; 41; 42,2022; 2020; 2021,shared; shared; shared,NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217923,0,2020,237903|237902|217925|217924,financial,2020-09-03T02:25:16.417Z,2020-09-02T00:00:00Z,2020-09-02T00:00:00Z,WASH humanitarian emergency aid in South Sudan,,0.842,2020-09-02T00:00:00Z,Parked,Multiyear,TRUE,0,EUR,Traditional aid,,commitment,2021-08-26T14:58:27.818Z,1,incoming,shared,AA-S09-321.50 SSD 10/20,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,44; 43; 41; 42,2023; 2022; 2020; 2021,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,,,,,,,,,,,211,South Sudan,single,,,2915,United Nations Children's Fund,single,UN agency,,44; 43; 42; 41,2023; 2022; 2021; 2020,shared; shared; shared; shared,NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217984,5924171,2020,,financial,2020-09-04T02:25:13.413Z,2020-09-03T00:00:00Z,2020-09-03T00:00:00Z,"Improving livelihoods and strengthening resilience for a total of 8,500 vulnerable households in the cross-border region between South Sudan (SSD) and Northern Uganda (UGA) (BMZ)",,0.844,2020-09-03T00:00:00Z,Parked,Multiyear,TRUE,5000000,EUR,Traditional aid,,commitment,2020-11-06T07:06:50.249Z,1,incoming,shared,2020.1839.8,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,41,2020,single,,,,,,,,,,,,,233,Uganda,single,,,4389,Deutsche Welthungerhilfe e.V. (German Agro Action),single,NGO,International,41; 42; 43; 44,2020; 2021; 2022; 2023,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218070,0,2020,239486|218072|218071,financial,2020-09-05T02:25:24.873Z,2020-09-04T00:00:00Z,2020-09-04T00:00:00Z,"Humanitarian mine and ordnance clearance in the form of hazard awareness, victim welfare and coordination in Syria",,0.842,2020-09-04T00:00:00Z,Parked,Mine action|Multiyear,TRUE,0,EUR,Traditional aid,,commitment,2021-09-27T12:30:34.137Z,1,incoming,shared,AA-S09 440.70 SYR 01/20,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,43; 41; 42,2022; 2020; 2021,shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,,,,,,,,,,,218,Syrian Arab Republic,single,,,5311,United Nations Mine Action Service,single,UN agency,,43; 42; 41,2022; 2021; 2020,shared; shared; shared,NULL; NULL; NULL,,,,,,,600,Syrian Arab Republic - Civil Unrest (from 2012),single,,,,,,,,,,,,,,,,,,,,,,,,,
218283,0,,229553|229552|229551,financial,2020-09-11T21:28:10.077Z,2020-07-13T00:00:00Z,2020-07-13T00:00:00Z,Humanitarian Mine Action in Eastern Ukraine,earmarked,,2020-09-11T00:00:00Z,Parked,Multiyear,TRUE,,,Traditional aid,,commitment,2021-04-09T08:04:56.090Z,1,incoming,shared,,237,United States,single,,,2933,"United States of America, Government of",single,Government,National government,41,2020,single,,,,,,,,,,,,,234,Ukraine,single,,,4295,HALO Trust,single,NGO,International,43; 42; 41,2022; 2021; 2020,shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,15,Protection - Mine Action,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218477,2000000,,,financial,2020-09-15T10:16:16.924Z,2020-01-01T00:00:00Z,2020-01-01T00:00:00Z,Core Funding,unearmarked,135.13,2020-01-01T00:00:00Z,Parked,Multiyear,TRUE,270260000,ISK,Traditional aid,,commitment,2020-09-15T10:16:16.924Z,1,incoming,shared,,102,Iceland,single,,,4845,"Iceland, Government of",single,Government,National government,41,2020,single,,,,,,,,,,,,,,,,,,4397,United Nations High Commissioner for Refugees,single,UN agency,,44; 43; 42; 41,2023; 2022; 2021; 2020,shared; shared; shared; shared,NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218480,0,,206506|206509|206508|206507,financial,2020-09-15T10:23:49.210Z,2020-03-31T00:00:00Z,2020-03-12T00:00:00Z,Unearmarked Unallocated Funds  [OCT 6813];[UTN20030042/97.C.108;97.A.106 RK/rk] Multi Year,unearmarked,,2020-03-14T00:00:00Z,Parked,Multiyear,TRUE,,,Traditional aid,,paid,2021-06-22T13:31:01.535Z,1,incoming,shared,[OCT 6813];[UTN20030042/97.C.108;97.A.106 RK/rk],102,Iceland,single,,,4845,"Iceland, Government of",single,Government,National government,41,2020,single,,,,,,,,,,,,,,,,,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,,41; 42; 43; 44,2020; 2021; 2022; 2023,shared; shared; shared; shared,NULL; NULL; NULL; NULL,,26480,Coordination and support services,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218563,0,2020,218564|218566|218565,financial,2020-09-17T02:25:26.524Z,2020-09-16T00:00:00Z,2020-09-16T00:00:00Z,"Humanitarian Assistance in the sector of child protection in IDP-Camps in Rakhine, Myanmar",,0.844,2020-09-16T00:00:00Z,Parked,Multiyear,TRUE,0,EUR,Traditional aid,,commitment,2021-09-30T17:00:49.763Z,1,incoming,shared,AA-S09 321.50 MMR 02/20,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,41; 42; 43,2020; 2021; 2022,shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,,,,,,,,,,,153,Myanmar,single,,,2849,Save the Children,single,NGO,International,43; 42; 41,2022; 2021; 2020,shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218566,692780,2022,,financial,2021-06-19T02:25:19.905Z,2020-09-16T00:00:00Z,2020-09-16T00:00:00Z,"Humanitarian Assistance in the sector of child protection in IDP-Camps in Rakhine, Myanmar (2022 portion)",,0.844,2020-09-16T00:00:00Z,Standard,Multiyear,TRUE,584706,EUR,Traditional aid,218563,commitment,2021-06-24T12:09:46.410Z,2,incoming,single,AA-S09 321.50 MMR 02/20,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,153,Myanmar,single,,,2849,Save the Children,single,NGO,International,43,2022,single,,,13; 12,Protection - Gender-Based Violence; Protection - Child Protection,shared; shared,NULL; NULL,NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218630,0,,238132|238131|238130|238128,financial,2020-09-17T17:46:39.912Z,2020-09-15T00:00:00Z,2020-07-01T00:00:00Z,"Improved maternal and child health and nutrition levels for vulnerable, rural communities in Ombella M’Poko prefecture",earmarked,0.782,2020-09-17T00:00:00Z,Parked,Multiyear,TRUE,0,GBP,Traditional aid,,commitment,2022-01-24T15:03:46.021Z,1,incoming,shared,,236,United Kingdom,single,,,2917,"United Kingdom, Government of",single,Government,National government,41,2020,single,,,,,,,,,,,,,43,Central African Republic,single,,,1504,Concern Worldwide,single,NGO,International,44; 43; 42; 41,2023; 2022; 2021; 2020,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,7; 9,Health; Nutrition,shared; shared,NULL; NULL,NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218634,11848341,,,financial,2020-09-17T19:29:06.994Z,2020-06-15T00:00:00Z,2020-04-28T00:00:00Z,Projet Maigo Ti a Masseka (formation professionnelle et insertion des jeunes),softly earmarked,0.844,2020-09-17T00:00:00Z,Parked,Multiyear,TRUE,10000000,EUR,Traditional aid,,commitment,2020-09-23T10:38:44.004Z,1,incoming,shared,,,,,,,9946,Agence Française de Développement,single,Private organization/foundation,International organization/foundation/individual,41,2020,single,,,,,,,,,,,,,43,Central African Republic,single,,,2650,Triangle Génération Humanitaire,single,NGO,International,45; 44; 43; 41; 42,2024; 2023; 2022; 2020; 2021,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
