id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,originalAmount,refCode,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_Organization.organizationLevels,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_UsageYear.organizationLevels,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Location.organizationLevels,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_GlobalCluster.organizationLevels,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_GlobalCluster.organizationLevels,destinationObjects_GlobalCluster.code,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Location.organizationLevels,destinationObjects_Location.code,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.organizationLevels,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.organizationSubTypes,destinationObjects_Plan.organizationLevels,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.organizationSubTypes,destinationObjects_Project.organizationLevels,destinationObjects_Project.code,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_UsageYear.organizationLevels,destinationObjects_UsageYear.code,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Emergency.organizationLevels,destinationObjects_Emergency.code,reportDetails_sourceType,reportDetails_organization,reportDetails_reportChannel,reportDetails_date
1766,5200,,,financial,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Cash for agriculture/seed,,,2001-04-23T00:00:00Z,Standard,Food,TRUE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,,4858,"Monaco, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,147,Monaco,single,,,,,,,,,,6,Food Security,single,,,,,38,Cambodia,single,,,,,4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,31,CAMBODIA - Floods - August 2000,single,,,,,Primary; Primary,Office for the Coordination of Humanitarian Affairs; Office for the Coordination of Humanitarian Affairs,Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1767,20000,,,financial,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Cash for shelter,,,2001-04-23T00:00:00Z,Standard,Food,FALSE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,internal,single,,,4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,21,2000,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,,38,Cambodia,single,,,,,4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,31,CAMBODIA - Floods - August 2000,single,,,,,Primary; Primary,Office for the Coordination of Humanitarian Affairs; Office for the Coordination of Humanitarian Affairs,Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1768,200000,,,financial,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,"Cash for health, water and sanitation, education, etc.",,,2001-04-23T00:00:00Z,Standard,Food,FALSE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,internal,single,,,4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,21,2000,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,,38,Cambodia,single,,,,,4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,31,CAMBODIA - Floods - August 2000,single,,,,,Primary; Primary,Office for the Coordination of Humanitarian Affairs; Office for the Coordination of Humanitarian Affairs,Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1769,275000,,,financial,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Cash for food,,,2001-04-23T00:00:00Z,Standard,Food,FALSE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,internal,single,,,4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,21,2000,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,,38,Cambodia,single,,,,,4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,31,CAMBODIA - Floods - August 2000,single,,,,,Primary; Primary,World Health Organization; Office for the Coordination of Humanitarian Affairs,Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1770,50000,1997,,financial,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Cash for health,,,2001-04-23T00:00:00Z,Standard,Food,FALSE,,Traditional aid,,paid,2002-02-13T00:00:00Z,1,internal,single,,,4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,21,2000,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,,38,Cambodia,single,,,,,4398,World Health Organization,single,Multilateral Organizations,UN Agencies,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,31,CAMBODIA - Floods - August 2000,single,,,,,Primary,Office for the Coordination of Humanitarian Affairs,Other,2001-04-23T00:00:00.000Z
1771,40000,,,in kind,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,For a Disaster Management Coordinator,,,2001-04-23T00:00:00Z,Standard,Food,FALSE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,internal,single,,,4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,21,2000,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,,38,Cambodia,single,,,,,4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,31,CAMBODIA - Floods - August 2000,single,,,,,Primary; Primary,"United States of America, Government of; NA",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1772,25000,,,financial,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Cash,,,2001-04-23T00:00:00Z,Standard,Food|Bilateral aid,TRUE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,237,United States,single,,,,,,,,,,6,Food Security,single,,,,,104,Indonesia,single,,,,,4356,"Indonesia, Government of",single,Governments,National Governments,National and Sub-National State Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,33,INDONESIA - Floods - November 2000,single,,,,,Primary,"Canada, Government of",Other,2001-04-23T00:00:00.000Z
1773,0,,,financial,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,"Cash - CAD 700,000 (for Armenia, Azerbaijan, Georgia, Tajikistan and Uzbekistan)",,,2001-04-23T00:00:00Z,Standard,Food,TRUE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,,2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,40,Canada,single,,,,,,,,,,6,Food Security,single,,,,,12,Armenia,single,,,,,,,,,,,,,,,,,,,,,,,,,,21,2000,single,,,,,48,ARMENIA - Drought - August 2000,single,,,,,Primary; Primary,"Russian Federation, Government of; NA",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1774,72000,2000,,in kind,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,"dry milk mixture, 4,415 tons; canned milk, 1,602 tons; oil/paint, 17.4 tons; linoleum, 4,065 tons; wooden windows and door elements, 7.8 tons",,,2001-04-23T00:00:00Z,Standard,Bilateral aid,TRUE,,Traditional aid,,paid,2002-03-06T00:00:00Z,1,incoming,single,,,3006,"Russian Federation, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,184,Russian Federation,single,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,,16,Azerbaijan,single,,,,,2783,"Azerbaijan, Government of",single,Governments,National Governments,National and Sub-National State Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,49,AZERBAIJAN - Earthquake - December 2000,single,,,,,Primary,"Canada, Government of",Other,2001-04-23T00:00:00.000Z
1775,0,,,financial,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,"Cash - CAD 700,000 (for Armenia, Azerbaijan, Georgia, Tajikistan and Uzbekistan)",,,2001-04-23T00:00:00Z,Standard,Food,TRUE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,,2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,40,Canada,single,,,,,,,,,,6,Food Security,single,,,,,82,Georgia,single,,,,,,,,,,,,,,,,,,,,,,,,,,21,2000,single,,,,,17,GEORGIA - Drought - August 2000,single,,,,,Primary; Primary,"Canada, Government of; NA",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1776,0,,,financial,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,"Cash - CAD 700,000 (for Armenia, Azerbaijan, Georgia, Tajikistan and Uzbekistan)",,,2001-04-23T00:00:00Z,Standard,Food,TRUE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,,2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,40,Canada,single,,,,,,,,,,6,Food Security,single,,,,,220,Tajikistan,single,,,,,,,,,,,,,,,,,,,,,,,,,,21,2000,single,,,,,39,TAJIKISTAN - Drought - July 2000,single,,,,,Primary; Primary,"Canada, Government of; NA",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1777,0,,,financial,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,"Cash - CAD 700,000 (for Armenia, Azerbaijan, Georgia, Tajikistan and Uzbekistan)",,,2001-04-23T00:00:00Z,Standard,Food,TRUE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,,2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,40,Canada,single,,,,,,,,,,6,Food Security,single,,,,,240,Uzbekistan,single,,,,,,,,,,,,,,,,,,,,,,,,,,21,2000,single,,,,,20,UZBEKISTAN - Drought - August 2000,single,,,,,Primary; Primary,International Federation of Red Cross and Red Crescent Societies; International Federation of Red Cross and Red Crescent Societies,Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1778,37500,2000,,financial,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,"Cash for initial procurement of relief materials - CHF 67,500",,,2001-04-23T00:00:00Z,Standard,,FALSE,,Traditional aid,,paid,2002-03-06T00:00:00Z,1,internal,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,21,2000,single,,,,,,,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,,104,Indonesia,single,,,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,33,INDONESIA - Floods - November 2000,single,,,,,Primary; Primary,Office for the Coordination of Humanitarian Affairs; Office for the Coordination of Humanitarian Affairs,Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1779,20000,,,in kind,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Emergency grant,,,2001-04-23T00:00:00Z,Standard,Food,FALSE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,internal,single,,,4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,21,2000,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,,104,Indonesia,single,,,,,4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,33,INDONESIA - Floods - November 2000,single,,,,,Primary,Office for the Coordination of Humanitarian Affairs,Other,2001-04-23T00:00:00.000Z
1780,20000,,,in kind,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Emergency grant held in reserve from Denmark,,,2001-04-23T00:00:00Z,Standard,Food,FALSE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,internal,single,,,4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,21,2000,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,,104,Indonesia,single,,,,,4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,33,INDONESIA - Floods - November 2000,single,,,,,Primary; Primary,"Norway, Government of; United Nations Children's Fund",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1781,231204,,,in kind,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,"Contribution for water equipment - NOK 2,138,640",,,2001-04-23T00:00:00Z,Standard,Safety and security of staff and operations,TRUE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,,2930,"Norway, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,167,Norway,single,,,,,,,,,,26480,Coordination and support services,single,,,,,243,Viet Nam,single,,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,53,VIET NAM - Floods - September 2000,single,,,,,Primary; Primary,"NA; Japan, Government of",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1782,263818,2000,,in kind,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,"100 tents, 400 plastic sheets, 2,000 kitchen sets, 200 portable cooking stoves, 200 sets medicines and medical equipment (including transportation) - JPY 29,020,000",,,2001-04-23T00:00:00Z,Standard,Bilateral aid,TRUE,,Traditional aid,,paid,2002-03-06T00:00:00Z,1,incoming,single,,,4537,"Japan, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,112,Japan,single,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,,104,Indonesia,single,,,,,4356,"Indonesia, Government of",single,Governments,National Governments,National and Sub-National State Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,33,INDONESIA - Floods - November 2000,single,,,,,Primary; Primary,"Romania, Government of; NA",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1783,0,,,in kind,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,"3 metric tons of fuel for each of 4 most affected counties; 3.7 MT of fuel already delivered; medical supplies, wint4er clothes, blankets, preserves, gas cylinders, footwear, lanterns*",,,2001-04-23T00:00:00Z,Standard,Bilateral aid,TRUE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,,89,"Romania, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,183,Romania,single,,,,,,,,,,,,,,,,,146,"Moldova, Republic of",single,,,,,4857,"Moldova, Government of",single,Governments,National Governments,National and Sub-National State Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,35,MOLDOVA - Storm/Rain/Frost - December 2000,single,,,,,Primary; Primary,"Norway, Government of; United Nations Children's Fund",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1784,300000,2000,,financial,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,"Cash for agriculture/seed sector and the health, water and sanitation sectors - NOK 2,736,000",,,2001-04-23T00:00:00Z,Standard,,TRUE,,Traditional aid,,paid,2002-03-06T00:00:00Z,1,incoming,single,,,2930,"Norway, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,167,Norway,single,,,,,,,,,,26479,Multi-sector,single,,,,,38,Cambodia,single,,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,31,CAMBODIA - Floods - August 2000,single,,,,,Primary; Primary,"Colombia, Government of; NA",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1785,0,,,in kind,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Clothes and 8 tons of special flour*,,,2001-04-23T00:00:00Z,Standard,Bilateral aid,TRUE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,,4839,"Colombia, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,49,Colombia,single,,,,,,,,,,,,,,,,,23,Belize,single,,,,,1596,"Belize, Government of",single,Governments,National Governments,National and Sub-National State Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,25,BELIZE - Hurricane  - September 2000,single,,,,,Primary; Primary,International Federation of Red Cross and Red Crescent Societies; International Federation of Red Cross and Red Crescent Societies,Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1786,42613,,,in kind,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,"Allocation from Disaster Relief Emergency Fund - CHF 75,000",,,2001-04-23T00:00:00Z,Standard,Food,FALSE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,internal,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,21,2000,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,,16,Azerbaijan,single,,,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,49,AZERBAIJAN - Earthquake - December 2000,single,,,,,Primary; Primary,"United States of America, Government of; International Federation of Red Cross and Red Crescent Societies",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1787,25000,,,financial,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Cash,,,2001-04-23T00:00:00Z,Standard,Food,TRUE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,237,United States,single,,,,,,,,,,6,Food Security,single,,,,,104,Indonesia,single,,,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,45,INDONESIA - Floods - May 2000,single,,,,,Primary; Primary,"Irish Red Cross Society; Ireland, Government of",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1788,60406,,,financial,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,"Cash - IEP 55,000",,,2001-04-23T00:00:00Z,Standard,Food,TRUE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,,3009,"Ireland, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,107,Ireland,single,,,,,,,,,,6,Food Security,single,,,,,116,Kenya,single,,,,,8489,Irish Red Cross Society,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,59,KENYA - Drought - January 2000,single,,,,,Primary; Primary,"United Nations Development Programme; Norway, Government of",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1789,326797,,,financial,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,"Cash for logistics support - NOK 3,000,000",,,2001-04-23T00:00:00Z,Standard,Food,TRUE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,,2930,"Norway, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,167,Norway,single,,,,,,,,,,6,Food Security,single,,,,,243,Viet Nam,single,,,,,5294,United Nations Development Programme,single,Multilateral Organizations,UN Agencies,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,53,VIET NAM - Floods - September 2000,single,,,,,Primary; Primary,"Norway, Government of; Food and Agriculture Organization of the United Nations",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1790,217865,,,financial,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,"Cash for activities in the agricultural sector - NOK 2,000,000",,,2001-04-23T00:00:00Z,Standard,Food,TRUE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,,2930,"Norway, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,167,Norway,single,,,,,,,,,,6,Food Security,single,,,,,243,Viet Nam,single,,,,,4399,Food and Agriculture Organization of the United Nations,single,Multilateral Organizations,UN Agencies,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,53,VIET NAM - Floods - September 2000,single,,,,,Primary; Primary,"United Kingdom, Government of; Indonesian Red Crescent Society",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1791,42857,,,financial,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,"Cash - GBP 30,000",,,2001-04-23T00:00:00Z,Standard,Food,TRUE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,,2917,"United Kingdom, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,236,United Kingdom,single,,,,,,,,,,6,Food Security,single,,,,,104,Indonesia,single,,,,,2060,Indonesian Red Crescent Society,single,Red Cross/Red Crescent Organizations,Red Cross/Red Crescent National Societies,Local and National Non-State Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,33,INDONESIA - Floods - November 2000,single,,,,,Primary; Primary,"Norway, Government of; United Nations Children's Fund",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1792,217865,,,financial,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,"Cash - NOK 2,000,000",,,2001-04-23T00:00:00Z,Standard,Food,TRUE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,,2930,"Norway, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,167,Norway,single,,,,,,,,,,6,Food Security,single,,,,,1,Afghanistan,single,,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,44,AFGHANISTAN - Drought - April 2000,single,,,,,Primary; Primary,"NA; Romania, Government of",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1793,0,,,in kind,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Delivering electrical power supply for 3 months*,,,2001-04-23T00:00:00Z,Standard,Bilateral aid,TRUE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,,89,"Romania, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,183,Romania,single,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,,146,"Moldova, Republic of",single,,,,,4857,"Moldova, Government of",single,Governments,National Governments,National and Sub-National State Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,35,MOLDOVA - Storm/Rain/Frost - December 2000,single,,,,,Primary; Primary,"Romania, Government of; NA",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1794,2300000,2000,,in kind,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Supporting cost of electrical power supply until 31 December 2000,,,2001-04-23T00:00:00Z,Standard,Bilateral aid,TRUE,,Traditional aid,,paid,2002-03-06T00:00:00Z,1,incoming,single,,,89,"Romania, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,183,Romania,single,,,,,,,,,,26479,Multi-sector,single,,,,,146,"Moldova, Republic of",single,,,,,4857,"Moldova, Government of",single,Governments,National Governments,National and Sub-National State Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,35,MOLDOVA - Storm/Rain/Frost - December 2000,single,,,,,Primary; Primary,"Office for the Coordination of Humanitarian Affairs; Czech Republic, Government of",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1795,25000,,,financial,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Cash,,,2001-04-23T00:00:00Z,Standard,Food,TRUE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,,2932,"Czech Republic, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,60,Czech Republic,single,,,,,,,,,,6,Food Security,single,,,,,146,"Moldova, Republic of",single,,,,,4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,35,MOLDOVA - Storm/Rain/Frost - December 2000,single,,,,,Primary; Primary,"Egypt, Government of; NA",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
1796,14620,,,in kind,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Drought mitigation,,,2001-04-23T00:00:00Z,Standard,Food,TRUE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,,4825,"Egypt, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,66,Egypt,single,,,,,,,,,,6,Food Security,single,,,,,1,Afghanistan,single,,,,,,,,,,,,,,,,,,,,,,,,,,21,2000,single,,,,,44,AFGHANISTAN - Drought - April 2000,single,,,,,Primary; Primary,"Russian Federation, Government of; NA",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
